Manufacturer,Model,Technology,Message,Parameters,Nser
Jinko Solar Co._ Ltd,JKM380M-72HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.1 isc=10.3 imp=9.72 beta_voc=-0.148938 voc=48.2 alpha_isc=0.005047 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM380M-72HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.4 isc=10.02 imp=9.66 beta_voc=-0.15456 voc=48 alpha_isc=0.0048096 gamma_pmp=-0.412 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM380M-72HL-TV-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.4 isc=10.02 imp=9.66 beta_voc=-0.14832 voc=48 alpha_isc=0.0044088 gamma_pmp=-0.421 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM380M-72HL-V-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.1 isc=10.3 imp=9.72 beta_voc=-0.146046 voc=48.2 alpha_isc=0.004635 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM380N-72H-MBB-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.6 isc=10.36 imp=9.61 beta_voc=-0.153438 voc=47.8 alpha_isc=0.0050764 gamma_pmp=-0.441 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS380M-72HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.5 isc=9.75 imp=9.39 beta_voc=-0.16626 voc=48.9 alpha_isc=0.0061425 gamma_pmp=-0.39 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS380M-72HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.5 isc=10.3 imp=9.39 beta_voc=-0.151101 voc=48.9 alpha_isc=0.005047 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.5 isc=9.75 imp=9.39 beta_voc=-0.157458 voc=48.9 alpha_isc=0.00624 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.5 isc=10.3 imp=9.39 beta_voc=-0.148167 voc=48.9 alpha_isc=0.004635 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.5 isc=9.75 imp=9.39 beta_voc=-0.157458 voc=48.9 alpha_isc=0.00624 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.5 isc=10.3 imp=9.39 beta_voc=-0.148167 voc=48.9 alpha_isc=0.004635 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385M-72HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.8 isc=9.92 imp=9.44 beta_voc=-0.15221 voc=49.1 alpha_isc=0.005456 gamma_pmp=-0.392 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385M-72HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.4 isc=10.38 imp=9.78 beta_voc=-0.158268 voc=48.4 alpha_isc=0.0058128 gamma_pmp=-0.395 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385M-72HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.5 isc=10.32 imp=9.76 beta_voc=-0.150553 voc=48.1 alpha_isc=0.0057792 gamma_pmp=-0.409 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385M-72HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.4 isc=10.38 imp=9.78 beta_voc=-0.149556 voc=48.4 alpha_isc=0.0050862 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385M-72HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.5 isc=10.08 imp=9.76 beta_voc=-0.154882 voc=48.1 alpha_isc=0.0048384 gamma_pmp=-0.412 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385M-72HL-TV-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.5 isc=10.08 imp=9.76 beta_voc=-0.148629 voc=48.1 alpha_isc=0.0044352 gamma_pmp=-0.421 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385M-72HL-V-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.4 isc=10.38 imp=9.78 beta_voc=-0.146652 voc=48.4 alpha_isc=0.004671 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385N-72H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.7 isc=10.42 imp=9.71 beta_voc=-0.146095 voc=47.9 alpha_isc=0.0039596 gamma_pmp=-0.435 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385N-72H-MBB-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.7 isc=10.42 imp=9.71 beta_voc=-0.153759 voc=47.9 alpha_isc=0.0051058 gamma_pmp=-0.441 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM385N-72H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.7 isc=10.42 imp=9.71 beta_voc=-0.149448 voc=47.9 alpha_isc=0.0039596 gamma_pmp=-0.437 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS385M-72HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.8 isc=9.92 imp=9.44 beta_voc=-0.16694 voc=49.1 alpha_isc=0.0062496 gamma_pmp=-0.39 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS385M-72HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.8 isc=10.38 imp=9.44 beta_voc=-0.151719 voc=49.1 alpha_isc=0.0050862 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS385M-72HL-V-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.8 isc=9.92 imp=9.44 beta_voc=-0.158102 voc=49.1 alpha_isc=0.0063488 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS385M-72HL-V-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.8 isc=10.38 imp=9.44 beta_voc=-0.148773 voc=49.1 alpha_isc=0.004671 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS385M-72HL-V-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.8 isc=9.92 imp=9.44 beta_voc=-0.158102 voc=49.1 alpha_isc=0.0063488 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS385M-72HL-V-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.8 isc=10.38 imp=9.44 beta_voc=-0.148773 voc=49.1 alpha_isc=0.004671 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390M-72HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.1 isc=10.12 imp=9.49 beta_voc=-0.15283 voc=49.3 alpha_isc=0.005566 gamma_pmp=-0.392 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390M-72HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.6 isc=10.46 imp=9.84 beta_voc=-0.158922 voc=48.6 alpha_isc=0.0058576 gamma_pmp=-0.395 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390M-72HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.6 isc=10.41 imp=9.84 beta_voc=-0.150553 voc=48.1 alpha_isc=0.0058296 gamma_pmp=-0.409 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390M-72HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.6 isc=10.46 imp=9.84 beta_voc=-0.150174 voc=48.6 alpha_isc=0.0051254 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390M-72HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.6 isc=10.17 imp=9.84 beta_voc=-0.154882 voc=48.1 alpha_isc=0.0048816 gamma_pmp=-0.412 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390M-72HL-V-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.6 isc=10.46 imp=9.84 beta_voc=-0.147258 voc=48.6 alpha_isc=0.004707 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390N-72H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.8 isc=10.48 imp=9.81 beta_voc=-0.146705 voc=48.1 alpha_isc=0.0039824 gamma_pmp=-0.435 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390N-72H-MBB-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.8 isc=10.48 imp=9.81 beta_voc=-0.154401 voc=48.1 alpha_isc=0.0051352 gamma_pmp=-0.441 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM390N-72H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.8 isc=10.48 imp=9.81 beta_voc=-0.150072 voc=48.1 alpha_isc=0.0039824 gamma_pmp=-0.437 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS390M-72HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.1 isc=10.12 imp=9.49 beta_voc=-0.16762 voc=49.3 alpha_isc=0.0063756 gamma_pmp=-0.39 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS390M-72HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.1 isc=10.46 imp=9.49 beta_voc=-0.152337 voc=49.3 alpha_isc=0.0051254 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS390M-72HL-V-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.1 isc=10.12 imp=9.49 beta_voc=-0.158746 voc=49.3 alpha_isc=0.0064768 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS390M-72HL-V-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.1 isc=10.46 imp=9.49 beta_voc=-0.149379 voc=49.3 alpha_isc=0.004707 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS390M-72HL-V-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.1 isc=10.12 imp=9.49 beta_voc=-0.158746 voc=49.3 alpha_isc=0.0064768 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS390M-72HL-V-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.1 isc=10.46 imp=9.49 beta_voc=-0.149379 voc=49.3 alpha_isc=0.004707 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.9 beta_voc=-0.15128 voc=48.8 alpha_isc=0.005797 gamma_pmp=-0.392 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.9 beta_voc=-0.159576 voc=48.8 alpha_isc=0.0059024 gamma_pmp=-0.395 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.9 beta_voc=-0.145912 voc=48.8 alpha_isc=0.00527 gamma_pmp=-0.37 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.8 isc=10.5 imp=9.92 beta_voc=-0.151179 voc=48.3 alpha_isc=0.00588 gamma_pmp=-0.409 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.9 beta_voc=-0.150792 voc=48.8 alpha_isc=0.0051646 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.8 isc=10.23 imp=9.92 beta_voc=-0.155526 voc=48.3 alpha_isc=0.0049104 gamma_pmp=-0.412 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HL-TV-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.8 isc=10.23 imp=9.92 beta_voc=-0.149247 voc=48.3 alpha_isc=0.0045012 gamma_pmp=-0.421 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HL-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.9 beta_voc=-0.14884 voc=48.8 alpha_isc=0.0051646 gamma_pmp=-0.416 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395M-72HL-V-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.9 beta_voc=-0.147864 voc=48.8 alpha_isc=0.004743 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395N-72H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.91 beta_voc=-0.14701 voc=48.2 alpha_isc=0.0040052 gamma_pmp=-0.435 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395N-72H-MBB-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.91 beta_voc=-0.154722 voc=48.2 alpha_isc=0.0051646 gamma_pmp=-0.441 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM395N-72H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=39.9 isc=10.54 imp=9.91 beta_voc=-0.150384 voc=48.2 alpha_isc=0.0040052 gamma_pmp=-0.437 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS395M-72HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.4 isc=10.23 imp=9.55 beta_voc=-0.1683 voc=49.5 alpha_isc=0.0064449 gamma_pmp=-0.39 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS395M-72HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.4 isc=10.54 imp=9.55 beta_voc=-0.152955 voc=49.5 alpha_isc=0.0051646 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS395M-72HL-V-MX3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.4 isc=10.23 imp=9.55 beta_voc=-0.15939 voc=49.5 alpha_isc=0.0065472 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS395M-72HL-V-MX3-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.4 isc=10.54 imp=9.55 beta_voc=-0.149985 voc=49.5 alpha_isc=0.004743 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS395M-72HL-V-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.4 isc=10.23 imp=9.55 beta_voc=-0.15939 voc=49.5 alpha_isc=0.0065472 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS395M-72HL-V-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.4 isc=10.54 imp=9.55 beta_voc=-0.149985 voc=49.5 alpha_isc=0.004743 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.61 imp=9.96 beta_voc=-0.15221 voc=49.1 alpha_isc=0.0058355 gamma_pmp=-0.392 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.61 imp=9.96 beta_voc=-0.160557 voc=49.1 alpha_isc=0.0059416 gamma_pmp=-0.395 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.61 imp=9.96 beta_voc=-0.146809 voc=49.1 alpha_isc=0.005305 gamma_pmp=-0.37 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40 isc=10.59 imp=10 beta_voc=-0.151492 voc=48.4 alpha_isc=0.0059304 gamma_pmp=-0.409 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.61 imp=9.96 beta_voc=-0.151719 voc=49.1 alpha_isc=0.0051989 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40 isc=10.32 imp=10 beta_voc=-0.155848 voc=48.4 alpha_isc=0.0049536 gamma_pmp=-0.412 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HL-TV-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40 isc=10.32 imp=10 beta_voc=-0.149556 voc=48.4 alpha_isc=0.0045408 gamma_pmp=-0.421 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HL-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.61 imp=9.96 beta_voc=-0.149755 voc=49.1 alpha_isc=0.0051989 gamma_pmp=-0.416 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400M-72HL-V-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.61 imp=9.96 beta_voc=-0.148773 voc=49.1 alpha_isc=0.0047745 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400N-72H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40 isc=10.6 imp=10.01 beta_voc=-0.14762 voc=48.4 alpha_isc=0.004028 gamma_pmp=-0.435 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400N-72H-MBB-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40 isc=10.6 imp=10.01 beta_voc=-0.155364 voc=48.4 alpha_isc=0.005194 gamma_pmp=-0.441 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM400N-72H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40 isc=10.6 imp=10.01 beta_voc=-0.151008 voc=48.4 alpha_isc=0.004028 gamma_pmp=-0.437 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS400M-72HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.7 isc=10.36 imp=9.6 beta_voc=-0.16932 voc=49.8 alpha_isc=0.0065268 gamma_pmp=-0.39 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS400M-72HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.7 isc=10.61 imp=9.6 beta_voc=-0.153882 voc=49.8 alpha_isc=0.0051989 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS400M-72HL-V-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.7 isc=10.36 imp=9.6 beta_voc=-0.160356 voc=49.8 alpha_isc=0.0066304 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS400M-72HL-V-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=41.7 isc=10.61 imp=9.6 beta_voc=-0.150894 voc=49.8 alpha_isc=0.0047745 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.4 isc=10.69 imp=10.02 beta_voc=-0.15314 voc=49.4 alpha_isc=0.0058795 gamma_pmp=-0.392 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.4 isc=10.69 imp=10.02 beta_voc=-0.161538 voc=49.4 alpha_isc=0.0059864 gamma_pmp=-0.395 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.4 isc=10.69 imp=10.02 beta_voc=-0.147706 voc=49.4 alpha_isc=0.005345 gamma_pmp=-0.37 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HL-BDVP,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.68 imp=10.08 beta_voc=-0.151805 voc=48.5 alpha_isc=0.0059808 gamma_pmp=-0.409 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.4 isc=10.69 imp=10.02 beta_voc=-0.152646 voc=49.4 alpha_isc=0.0052381 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.42 imp=10.08 beta_voc=-0.15617 voc=48.5 alpha_isc=0.0050016 gamma_pmp=-0.412 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HL-TV-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.2 isc=10.42 imp=10.08 beta_voc=-0.149865 voc=48.5 alpha_isc=0.0045848 gamma_pmp=-0.421 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HL-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.4 isc=10.69 imp=10.02 beta_voc=-0.15067 voc=49.4 alpha_isc=0.0052381 gamma_pmp=-0.416 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405M-72HL-V-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.4 isc=10.69 imp=10.02 beta_voc=-0.149682 voc=49.4 alpha_isc=0.0048105 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405N-72H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.1 isc=10.66 imp=10.11 beta_voc=-0.147925 voc=48.5 alpha_isc=0.0040508 gamma_pmp=-0.435 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM405N-72H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.1 isc=10.66 imp=10.11 beta_voc=-0.15132 voc=48.5 alpha_isc=0.0040508 gamma_pmp=-0.437 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS405M-72HL-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42 isc=10.48 imp=9.65 beta_voc=-0.17034 voc=50.1 alpha_isc=0.0066024 gamma_pmp=-0.39 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS405M-72HL-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42 isc=10.69 imp=9.65 beta_voc=-0.154809 voc=50.1 alpha_isc=0.0052381 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS405M-72HL-V-TI,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42 isc=10.48 imp=9.65 beta_voc=-0.161322 voc=50.1 alpha_isc=0.0067072 gamma_pmp=-0.372 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKMS405M-72HL-V-TI-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42 isc=10.69 imp=9.65 beta_voc=-0.151803 voc=50.1 alpha_isc=0.0048105 gamma_pmp=-0.396 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM410M-72HBL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.7 isc=10.76 imp=10.08 beta_voc=-0.15376 voc=49.6 alpha_isc=0.005918 gamma_pmp=-0.392 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM410M-72HBL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.7 isc=10.76 imp=10.08 beta_voc=-0.162192 voc=49.6 alpha_isc=0.0060256 gamma_pmp=-0.395 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM410M-72HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.7 isc=10.76 imp=10.08 beta_voc=-0.148304 voc=49.6 alpha_isc=0.00538 gamma_pmp=-0.37 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM410M-72HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.7 isc=10.76 imp=10.08 beta_voc=-0.153264 voc=49.6 alpha_isc=0.0052724 gamma_pmp=-0.38 n_ser=24 t_ref=25 },24
Jinko Solar Co._ Ltd,JKM410M-72HL-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=40.4 isc=10.51 imp=10.16 beta_voc=-0.156492 voc=48.6 alpha_isc=0.0050448 gamma_pmp=-0.412 n_ser=24 t_ref=25 },24
