Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_pmp,BIPV,Version,Date,solve_return_code,solve_pass
AEG SOLAR ENERGY SRL ALPS72D30-595/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,595.0,561.7,2.58,,,72.0,14.11,53.1,13.36,44.55,0.006067299999999999,-0.13434300000000002,45.5,1.8565502713879818,14.120444677187166,5.275979808446285e-12,0.1995693214290255,269.6036514480021,-0.9250985778371645,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS66D60-600/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,600.0,570.0,2.53,,,66.0,15.73,48.1,14.91,40.25,0.0072358,-0.113035,44.49,1.6501280542412466,15.741889744327269,3.403415095691291e-12,0.17462533600374855,231.02738486742638,1.9566426725098158,-0.285,N,2025.7.3,6/23/2025,2.0,first_pass
AEG SOLAR ENERGY SRL ALPS72D30-600/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,600.0,566.6,2.58,,,72.0,14.17,53.3,13.41,44.75,0.006093099999999999,-0.134849,45.5,1.864626014362525,14.180842167771024,5.383636219654641e-12,0.19670186034765744,257.0763906075479,-0.7925648835094908,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS66D60-605/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,605.0,574.9,2.53,,,66.0,15.76,48.3,14.94,40.5,0.007249599999999999,-0.113505,44.49,1.6584923423735485,15.771515471602447,3.5009740081526696e-12,0.1687421738892145,230.93944865946,2.1798591465540498,-0.285,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS72D30-605/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,605.0,571.4,2.58,,,72.0,14.23,53.5,13.46,44.95,0.0061189,-0.135355,45.5,1.8727032381393744,14.241224484011536,5.4927568809638595e-12,0.19385535022235229,245.76254658766152,-0.6608410401716032,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS66D60-610/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,610.0,579.7,2.53,,,66.0,15.8,48.9,14.99,40.7,0.007268,-0.11491499999999999,44.49,1.6726960490856786,15.81153181632643,3.1448918689437247e-12,0.19340235312586534,264.9848989217945,1.2474212263988798,-0.285,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS66D60-615/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,615.0,584.6,2.53,,,66.0,15.86,49.2,15.04,40.9,0.007295599999999999,-0.11562,44.49,1.6823465984346495,15.872267684345438,3.1221468803043787e-12,0.19759845880439045,255.46072435363854,1.156250924120573,-0.285,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS66D60-620/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,620.0,589.5,2.53,,,66.0,15.92,49.4,15.09,41.1,0.0073232,-0.11609,44.49,1.6901731337010077,15.932786308348366,3.1860428082344566e-12,0.19510657617708008,242.9236500742058,1.2970831528512887,-0.285,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS78D30-620/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,620.0,584.8,2.79,,,78.0,13.76,56.7,13.16,47.1,0.0059168,-0.14345100000000002,45.5,1.964097236353083,13.760655840812865,3.990251097739821e-12,0.25990054818988856,5452.896121476264,-3.02410902176649,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS66D60-625/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,625.0,594.3,2.53,,,66.0,15.98,49.6,15.13,41.3,0.007350799999999999,-0.11656000000000001,44.49,1.698497946827022,15.994089494846714,3.2761557642754426e-12,0.19261683450286948,218.46184248418615,1.5054084951872369,-0.285,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS78D30-625/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,625.0,589.6,2.79,,,78.0,13.83,56.85,13.21,47.3,0.0059469,-0.1438305,45.5,1.9719082828347594,13.832124701747896,4.1602378585148236e-12,0.2527468862525807,1645.1671199750303,-2.7245038052115627,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS78D30-630/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,630.0,594.4,2.79,,,78.0,13.88,57.0,13.26,47.5,0.0059684,-0.14421,45.5,1.978449661489409,13.882029910873069,4.257727096900944e-12,0.2460527817854024,1682.4446400096597,-2.5677477279124155,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS78D30-635/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,635.0,599.3,2.79,,,78.0,13.94,57.15,13.31,47.7,0.005994199999999999,-0.1445895,45.5,1.985628163391761,13.942657463222007,4.3968058025370786e-12,0.23920749407085332,1254.7878323746274,-2.341091360399361,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS78D30-640/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,640.0,604.1,2.79,,,78.0,14.0,57.3,13.36,47.9,0.00602,-0.144969,45.5,1.9928081514388956,14.003246022456947,4.539535776318752e-12,0.23241380918531174,1002.3939715798911,-2.1154453330939056,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS78D30-645/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,645.0,609.0,2.79,,,78.0,14.06,57.45,13.41,48.1,0.0060458,-0.1453485,45.5,1.9999896069666416,14.06379608144537,4.685986632117754e-12,0.22567114115639803,835.8451487840989,-1.8908038744743254,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS78D30-650/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,650.0,613.8,2.79,,,78.0,14.12,57.6,13.46,48.3,0.006071599999999999,-0.14572800000000002,45.5,2.007172513728964,14.124308117111346,4.836228633263648e-12,0.2189789229101072,717.710852760813,-1.6671737348669902,-0.299,N,2025.7.3,6/23/2025,4.0,bootstrapping
AEG SOLAR ENERGY SRL ALPS78D30-655/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,655.0,618.6,2.79,,,78.0,14.18,57.75,13.51,48.5,0.0060974,-0.1461075,45.5,2.014356806582271,14.184782603583828,4.9903302749644025e-12,0.21233656277670226,629.559280402125,-1.4445166703018668,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS78D30-660/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,660.0,623.5,2.79,,,78.0,14.24,57.9,13.55,48.7,0.0061232,-0.14648699999999998,45.5,2.0222244918308654,14.24586555362176,5.19387021382415e-12,0.20568166455535197,499.3401895655707,-1.1480996813479365,-0.299,N,2025.7.3,6/23/2025,4.0,first_pass
AEG SOLAR ENERGY SRL ALPS66D50-690/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,690.0,653.8,2.99,,,66.0,18.28,47.9,17.25,40.0,0.008226,-0.11352299999999999,44.59,1.6617367632540734,18.299218673967037,5.443546459899043e-12,0.1527148092576807,145.25594747640912,3.8281458895349614,-0.294,N,2025.7.3,6/23/2025,4.0,bootstrapping
AEG SOLAR ENERGY SRL ALPS66D50-695/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,695.0,658.6,2.99,,,66.0,18.31,48.2,17.27,40.25,0.008239499999999999,-0.114234,44.59,1.6724980969028782,18.329877016864163,5.482755018940325e-12,0.15343732316646963,141.34099748175333,3.877847841665363,-0.294,N,2025.7.3,6/23/2025,4.0,bootstrapping
AEG SOLAR ENERGY SRL ALPS66D50-700/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,700.0,663.5,2.99,,,66.0,18.34,48.5,17.28,40.5,0.008253,-0.11494499999999999,44.59,1.6837052925356004,18.361285782816097,5.56034121674234e-12,0.15413678158136837,132.80547874656713,3.989177549548672,-0.294,N,2025.7.3,6/23/2025,4.0,bootstrapping
AEG SOLAR ENERGY SRL ALPS66D50-705/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,705.0,668.3,2.99,,,66.0,18.37,48.8,17.3,40.75,0.0082665,-0.115656,44.59,1.6944774573269488,18.39194446237386,5.6002659554622545e-12,0.15485373878173825,129.6301151571371,4.038687348592886,-0.294,N,2025.7.3,6/23/2025,4.0,bootstrapping
AEG SOLAR ENERGY SRL ALPS66D50-710/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,710.0,673.2,2.99,,,66.0,18.4,49.1,17.32,41.0,0.00828,-0.11636700000000001,44.59,1.705253502228114,18.422603294588033,5.640407558467811e-12,0.15556803044231204,126.63869649721835,4.0882333091671414,-0.294,N,2025.7.3,6/23/2025,4.0,bootstrapping
AEG SOLAR ENERGY SRL ALPS66D50-715/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,715.0,678.1,2.99,,,66.0,18.45,49.4,17.33,41.25,0.008302499999999999,-0.11707799999999999,44.59,1.7173354449790383,18.475448792766407,5.801130366818338e-12,0.15604785540860894,113.1323973415649,4.315882766031401,-0.294,N,2025.7.3,6/23/2025,4.0,bootstrapping
AEG SOLAR ENERGY SRL ALPS66D50-720/TP,AEG SOLAR ENERGY SRL,Mono-c-Si,0,720.0,682.9,2.99,,,66.0,18.51,49.7,17.35,41.5,0.0083295,-0.117789,44.59,1.7294131830048751,18.538261236867058,5.967166581653081e-12,0.15643769592910708,102.4603774521658,4.540477515666612,-0.294,N,2025.7.3,6/23/2025,4.0,bootstrapping
AIMS Power PV555MONO,AIMS Power,Mono-c-Si,0,555.0,522.2,2.61,,,72.0,13.74,49.9,12.81,43.34,0.0038884199999999996,-0.1250993,43.3,1.8529818786801155,13.746007451943246,2.68122737336185e-11,0.04840034147748436,110.69929471947734,14.689736280195678,-0.3423,N,2025.7.3,6/23/2025,4.0,first_pass
Alexus Solar ALEX-400-B-54-S,Alexus Solar,Mono-c-Si,0,400.0,370.0,1.95,,,54.0,13.67,37.21,12.58,31.18,0.006698300000000001,-0.11535100000000001,46.8,1.4406606572478118,13.697388253148674,7.943450082790215e-11,0.12405401703981983,61.91772855209001,0.9333814217019659,-0.36,N,2025.7.3,6/23/2025,2.0,first_pass
Alexus Solar ALEX-405-B-54-S,Alexus Solar,Mono-c-Si,0,405.0,374.7,1.95,,,54.0,13.76,37.38,12.92,31.35,0.0067424,-0.11587800000000001,46.8,1.4325449330017292,13.772434415490283,6.2817237140432e-11,0.12362838072808505,136.80792166494652,-1.0860328961673293,-0.36,N,2025.7.3,6/23/2025,4.0,first_pass
Alexus Solar ALEX-410-B-54-S,Alexus Solar,Mono-c-Si,0,410.0,379.5,1.95,,,54.0,13.85,37.55,13.01,31.52,0.006786500000000001,-0.116405,46.8,1.4394189325662214,13.861998029775501,6.366731951581629e-11,0.12099227565124458,139.66818473422438,-1.0320379810166795,-0.36,N,2025.7.3,6/23/2025,4.0,first_pass
Alexus Solar ALEX-540-B-72-S,Alexus Solar,Mono-c-Si,0,540.0,499.7,2.58,,,72.0,13.84,49.52,12.96,41.67,0.0067816,-0.153512,46.8,1.9038953832092915,13.853568516842707,6.845032331546582e-11,0.15010533371409987,153.1086901810556,-0.43328605170828494,-0.36,N,2025.7.3,6/23/2025,4.0,first_pass
Alexus Solar ALEX-545-B-72-S,Alexus Solar,Mono-c-Si,0,545.0,504.5,2.58,,,72.0,13.91,49.68,13.03,41.83,0.006815900000000001,-0.154008,46.8,1.9103306302356606,13.923225480099347,6.908674120574125e-11,0.14763660199589948,155.27792857951243,-0.400534189561794,-0.36,N,2025.7.3,6/23/2025,2.0,first_pass
Alexus Solar ALEX-550-B-72-S,Alexus Solar,Multi-c-Si,0,550.0,509.3,2.58,,,24.0,13.98,49.84,13.1,41.99,0.006850200000000001,-0.15450400000000003,46.8,1.9167665854592453,13.9928884401526,6.972591251098309e-11,0.1451942144481023,157.49114048374148,-0.367923883769718,-0.36,N,2025.7.3,6/23/2025,2.0,first_pass
Alexus Solar ALEX-550-W-72-S,Alexus Solar,Multi-c-Si,0,550.0,509.3,2.58,,,24.0,13.98,49.84,13.1,41.99,0.006850200000000001,-0.15450400000000003,46.8,1.9167665854592453,13.9928884401526,6.972591251098309e-11,0.1451942144481023,157.49114048374148,-0.367923883769718,-0.36,N,2025.7.3,6/23/2025,2.0,first_pass
Allesun Industries Inc Allesun-530-72IIMBG,Allesun Industries Inc,Mono-c-Si,0,530.0,498.1,2.56,,,72.0,13.71,49.26,13.07,40.56,0.0056211,-0.1251204,43.8,1.7744467439656217,13.711662483516148,1.202185807800103e-11,0.2455313577423321,2024.8230159565205,5.79229326188321,-0.3364,N,2025.7.3,6/23/2025,4.0,first_pass
Allesun Industries Inc AS-530-72IIMB,Allesun Industries Inc,Mono-c-Si,0,530.0,498.4,2.56,,,72.0,13.23,49.24,12.54,42.26,0.00456435,-0.12280456000000001,43.3,1.814610670990128,13.234339296260107,2.1455452769656503e-11,0.09777150055490794,298.09360365527203,13.407111887854127,-0.3426,N,2025.7.3,6/23/2025,4.0,first_pass
Allesun Industries Inc Allesun-535-72IIMBG,Allesun Industries Inc,Mono-c-Si,0,535.0,502.9,2.56,,,72.0,13.79,49.34,13.17,40.63,0.0056539,-0.1253236,43.8,1.776552335913982,13.79000334977844,1.1965976245375143e-11,0.2429051659628744,999989.8203420852,5.695631771801544,-0.3364,N,2025.7.3,6/23/2025,2.0,first_pass
Allesun Industries Inc AS-535-72IIMB,Allesun Industries Inc,Mono-c-Si,0,535.0,503.2,2.56,,,72.0,13.31,49.35,12.62,42.39,0.00459195,-0.12307890000000002,43.3,1.8191233662604593,13.314112501802075,2.1740315181882313e-11,0.09424916675862292,305.0348613804326,13.471552586899694,-0.3426,N,2025.7.3,6/23/2025,4.0,first_pass
Allesun Industries Inc Allesun-540-72IIMBG,Allesun Industries Inc,Mono-c-Si,0,540.0,507.7,2.56,,,72.0,13.85,49.42,13.27,40.7,0.0056785,-0.12552680000000002,43.8,1.7818858068042014,13.850003200009928,1.2486416003707891e-11,0.23104261807524534,999997.8409788782,6.025310561840482,-0.3364,N,2025.7.3,6/23/2025,2.0,first_pass
Allesun Industries Inc AS-540-72IIMB,Allesun Industries Inc,Mono-c-Si,0,540.0,508.0,2.56,,,72.0,13.4,49.53,12.7,42.52,0.004623,-0.12352782000000001,43.3,1.8256127311257133,13.404392715742393,2.1830318060185025e-11,0.0960841270240157,293.10510780306606,13.44947321159097,-0.3426,N,2025.7.3,6/23/2025,4.0,first_pass
Allesun Industries Inc Allesun-570-78IIMBG,Allesun Industries Inc,Mono-c-Si,0,570.0,535.5,2.79,,,78.0,13.65,53.3,12.76,44.68,0.005596500000000001,-0.135382,43.8,1.955099354170158,13.668686285373123,1.922728390597268e-11,0.19500065734076194,142.44452174497363,10.047043991924255,-0.3364,N,2025.7.3,6/23/2025,4.0,first_pass
Allesun Industries Inc Allesun-575-78IIMBG,Allesun Industries Inc,Mono-c-Si,0,575.0,540.3,2.79,,,78.0,13.72,53.44,12.83,44.82,0.005625200000000001,-0.13573759999999999,43.8,1.9603918572836863,13.738322208049361,1.9375372068892512e-11,0.19253208856931472,144.17150260463768,10.068476166943883,-0.3364,N,2025.7.3,6/23/2025,4.0,first_pass
Allesun Industries Inc Allesun-580-78IIMBG,Allesun Industries Inc,Mono-c-Si,0,580.0,545.1,2.79,,,78.0,13.79,53.59,12.9,44.97,0.0056539,-0.1361186,43.8,1.9660879441932115,13.80795127160421,1.9533658312749317e-11,0.1899824397300848,145.94274487307692,10.094317392226738,-0.3364,N,2025.7.3,6/23/2025,2.0,first_pass
Allesun Industries Inc Allesun-585-78IIMBG,Allesun Industries Inc,Mono-c-Si,0,585.0,549.9,2.79,,,78.0,13.86,53.73,12.97,45.11,0.0056826,-0.1364742,43.8,1.971383080128556,13.87759745528386,1.968314612410438e-11,0.18756704414598527,147.73040531942945,10.115811051282314,-0.3364,N,2025.7.3,6/23/2025,4.0,first_pass
Allesun Industries Inc Allesun-590-78IIMBG,Allesun Industries Inc,Mono-c-Si,0,590.0,554.7,2.79,,,78.0,13.93,53.87,13.04,45.25,0.005711300000000001,-0.1368298,43.8,1.9766795401907538,13.947248581833342,1.98333216244667e-11,0.1851772962098855,149.54967133166397,10.13733960385943,-0.3364,N,2025.7.3,6/23/2025,2.0,first_pass
Alps Technology ATI-S572-175,Alps Technology,Mono-c-Si,0,175.0,151.3,1.2873999999999999,1.57,0.82,72.0,5.17,43.99,4.78,36.63,0.0021455500000000004,-0.15906784,49.9,1.9749354507049433,5.175793567566411,1.0648790131630804e-09,0.3196218453123019,285.22068981245434,15.34075110425485,-0.5072,N,2025.7.3,6/23/2025,4.0,first_pass
Alps Technology ATI-S572-180,Alps Technology,Mono-c-Si,0,180.0,155.7,1.2873999999999999,1.57,0.82,72.0,5.31,44.06,4.9,36.72,0.0022036499999999997,-0.15932096,49.9,1.9814000532236133,5.316247704354486,1.132591202034061e-09,0.3028920572519131,257.43170572680543,15.677003442087557,-0.5072,N,2025.7.3,6/23/2025,4.0,first_pass
Alps Technology ATI-S572-185,Alps Technology,Mono-c-Si,0,185.0,160.2,1.2873999999999999,1.57,0.82,72.0,5.43,44.14,5.03,36.79,0.00225345,-0.15961024,49.9,1.9805688371422063,5.435492804198094,1.1071050951819178e-09,0.298126593219376,294.71791736362604,15.238219098596485,-0.5072,N,2025.7.3,6/23/2025,4.0,first_pass
Alps Technology ATI-M660-220,Alps Technology,Multi-c-Si,0,220.0,189.1,1.60974,1.626,0.99,60.0,7.95,36.06,7.3,30.12,0.0043566,-0.13068144,50.2,1.665488098707161,7.95926580384981,3.029944061980341e-09,0.14254324839111823,122.30122763924291,20.89323260900283,-0.5196,N,2025.7.3,6/23/2025,4.0,first_pass
Alps Technology ATI-M660-225,Alps Technology,Multi-c-Si,0,225.0,193.6,1.60974,1.626,0.99,60.0,8.04,36.24,7.44,30.24,0.00440592,-0.13133376,50.2,1.6649572009869715,8.047361942260473,2.7573475848458835e-09,0.14925838632998756,163.00561128604508,19.821127186756815,-0.5196,N,2025.7.3,6/23/2025,4.0,first_pass
Alps Technology ATI-M660-230,Alps Technology,Multi-c-Si,0,230.0,198.0,1.60974,1.626,0.99,60.0,8.1,36.42,7.58,30.36,0.0044388000000000006,-0.13198608,50.2,1.661184138452164,8.103930781496167,2.404955481161251e-09,0.15727494286011343,324.0902444221933,18.37060868596949,-0.5196,N,2025.7.3,6/23/2025,4.0,first_pass
Alps Technology ATI-M660-235,Alps Technology,Multi-c-Si,0,235.0,202.5,1.60974,1.626,0.99,60.0,8.23,36.72,7.68,30.6,0.004510040000000001,-0.13307328,50.2,1.6772905611747284,8.23500154396293,2.5137396065493774e-09,0.156759765238611,257.94707128004035,18.65623356531081,-0.5196,N,2025.7.3,6/23/2025,4.0,first_pass
Alps Technology ATI-M660-240,Alps Technology,Multi-c-Si,0,240.0,207.0,1.60974,1.626,0.99,60.0,8.32,36.84,7.83,30.72,0.004559360000000001,-0.13350816000000001,50.2,1.6751789516758782,8.322024354784398,2.3245360892275007e-09,0.1550595878701791,637.2882350459288,17.76101876618983,-0.5196,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE385MD-108BS,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,1,385.0,358.9,1.93,,,54.0,13.52,36.7,12.65,30.4,0.0048671999999999995,-0.09101600000000001,46.9,1.3034611880884928,13.543269864662097,7.799454101189427e-12,0.17475570053595363,101.53462899826133,4.8892104023447445,-0.32,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE390MD-108,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,390.0,360.9,1.93,,,54.0,13.6,36.81,12.83,30.4,0.005168,-0.09762012,46.7,1.3650703967035729,13.612014426481453,2.6109433481441903e-11,0.17141156934307517,194.03317501761623,8.037213270621239,-0.3571,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE390MD-108BS,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,1,390.0,363.7,1.93,,,54.0,13.61,36.9,12.73,30.6,0.0048996,-0.091512,46.9,1.3114902706187304,13.63342421783009,8.005015266812499e-12,0.17144929653946606,99.61593578420882,5.057391562259099,-0.32,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE390MD-108E,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,390.0,358.8,1.93,,,54.0,13.5,36.5,12.82,30.4,0.00621,-0.10074000000000001,47.5,1.3867765616626684,13.503849364475771,4.98273588941715e-11,0.14305156819698722,501.69223050716414,9.279348357673491,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE395MD-108,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,395.0,365.7,1.93,,,54.0,13.71,36.94,12.92,30.57,0.0052098,-0.09796488,46.7,1.3720222073205768,13.722971297602829,2.740637545253245e-11,0.1650143476210528,174.41175088341876,8.39673383080809,-0.3571,N,2025.7.3,6/23/2025,4.0,bootstrapping
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE395MD-108BS,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,1,395.0,368.5,1.93,,,54.0,13.7,37.0,12.81,30.8,0.004931999999999999,-0.09176,46.9,1.3177093673335,13.722667082533869,8.523434129108857e-12,0.1603145498203338,96.89422243007171,5.543457022701174,-0.32,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE395MD-108E,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,395.0,363.6,1.93,,,54.0,13.55,36.7,12.88,30.6,0.006233000000000001,-0.10129200000000002,47.5,1.3944978545088664,13.553017039581096,5.0179618851351244e-11,0.14038019491280232,630.4698578386519,9.305044123164631,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE400MD-108,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,400.0,370.4,1.93,,,54.0,13.79,37.03,13.03,30.71,0.0052401999999999995,-0.09820356,46.7,1.3750949874877019,13.800074199055606,2.7501035481798503e-11,0.15878127862195013,217.34670915385206,8.364904316448886,-0.3571,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE400MD-108BS,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,1,400.0,373.3,1.93,,,54.0,13.79,37.1,12.9,31.0,0.004964399999999999,-0.09200799999999999,46.9,1.3234383211487937,13.811109620122915,8.984831552286657e-12,0.14936644150944406,97.57462334273512,5.941503666365742,-0.32,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE400MD-108E,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,400.0,368.3,1.93,,,54.0,13.6,36.9,12.96,30.8,0.006256,-0.101844,47.5,1.4011624663318891,13.60090288951491,4.9628934067179925e-11,0.13784909219975763,2076.3868804000244,9.16456062060021,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE405MD-108,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,405.0,375.2,1.93,,,54.0,13.86,37.15,13.13,30.86,0.0052668,-0.09852179999999999,46.7,1.3789845927791873,13.867428896432132,2.7415137575428388e-11,0.15418972274561438,287.6698586381442,8.282130965200185,-0.3571,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE405MD-108BS,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,1,405.0,378.1,1.93,,,54.0,13.87,37.2,12.98,31.2,0.004993199999999999,-0.09225600000000002,46.9,1.3291936179512382,13.889601924388248,9.464933222437142e-12,0.13867250450656887,98.12238855057545,6.341961770395264,-0.32,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE405MD-108E,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,405.0,373.1,1.93,,,54.0,13.65,37.1,13.05,31.0,0.006279000000000001,-0.102396,47.5,1.4100388321025887,13.65000177223004,5.108168095959561e-11,0.12982167027926386,999990.615671546,9.382107012910888,-0.369,N,2025.7.3,6/23/2025,2.0,bootstrapping
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE410MD-108,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,410.0,380.0,1.93,,,54.0,13.94,37.23,13.22,31.03,0.005297199999999999,-0.09873395999999998,46.7,1.3835731033149834,13.946268868831952,2.8483137380487656e-11,0.1446860603969464,321.7364673293911,8.563276882364033,-0.3571,N,2025.7.3,6/23/2025,4.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE410MD-108BS,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,1,410.0,382.9,1.93,,,54.0,13.95,37.3,13.04,31.5,0.005021999999999999,-0.092504,46.9,1.3380215390775663,13.96811664513415,1.0604741649926612e-11,0.11923288536994202,91.81052788722718,7.290265773887954,-0.32,N,2025.7.3,6/23/2025,2.0,first_pass
ALTERNATIVE ENERGY (AE) SOLAR CO LTD AE410MD-108E,ALTERNATIVE ENERGY (AE) SOLAR CO LTD,Mono-c-Si,0,410.0,377.8,1.93,,,54.0,13.7,37.3,13.12,31.2,0.0063019999999999994,-0.10294800000000001,47.5,1.3967739899247436,13.700003440050715,3.4605764969549564e-11,0.13590256723209554,541247.099500514,5.961774098017622,-0.369,N,2025.7.3,6/23/2025,4.0,first_pass
