Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax low,VPmax low,IPmax NOCT,VPmax NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
United Renewable Energy Co. Ltd.,D6P295B4AME,295 W Polycrystalline Module,UL 1703,295,259.7,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.95,72,1,N,8.68,44.85,8.1,36.54,47.4,-0.51,0.13,-0.41,0.007,-0.52,1.62,34.96,6.5,32.47,Rack,Flat Plate,0.99,1.97,1,0.192219435,,11/15/2019
United Renewable Energy Co. Ltd.,D6Q295B4A,295 W Polycrystalline Module,UL 1703,295,262.4,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.95,72,1,N,8.71,45.02,8.02,36.69,47.4,-0.47,0.07,-0.36,0.006,-0.47,1.6,35.14,6.42,32.83,Rack,Flat Plate,0.99,1.97,1,0.190572064,,11/15/2019
United Renewable Energy Co. Ltd.,D6Q295B4AME,295 W Polycrystalline Module,UL 1703,295,262.4,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.95,72,1,N,8.71,45.02,8.02,36.69,47.4,-0.47,0.07,-0.36,0.006,-0.47,1.6,35.14,6.42,32.83,Rack,Flat Plate,0.99,1.97,1,0.190572064,,11/15/2019
United Renewable Energy Co. Ltd.,F6K295H3A,295 W 60 cell Monocrystalline module white backsheet 1500V max system Vdc,UL 1703,295,270.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,60,,N,9.64,39.7,9.12,32.4,47.3,-0.378,0.039,-0.27,,,1.93,30.79,7.61,28.8,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,F6K295H3F,305W mono-crystalline1500V system voltage; white backsheet and white frame,UL 61730,295,270.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.55,39.6,9.05,32.6,45.4,-0.404,0.051,-0.312,,,1.73,32.08,7.23,30.3,,,,,,,7/13/2020,
United Renewable Energy Co. Ltd.,F6P295H4A,295 W 72 cell Polycrystalline module white backsheet 1000V max system Vdc,UL 1703,295,266.9,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.61,45.4,7.93,37.2,47.2,-0.41,0.05,-0.31,,,1.64,36.01,6.41,33.8,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,7E00-6C300,300 W Monocrystalline Module,UL 1703,300,266.5,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.946,72,1,N,9.02,45.64,8.41,35.7,47.3,-0.4793,0.0555,-0.3389,-0.0243,-0.4604,1.79,35.2,7.05,32.03,Rack,Flat Plate,0.986,1.974,1,0.20951034,,11/15/2019
United Renewable Energy Co. Ltd.,7E00-6C300-B,300 W Monocrystalline Module,UL 1703,300,266.5,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.946,72,1,N,9.02,45.64,8.41,35.7,47.3,-0.4793,0.0555,-0.3389,-0.0243,-0.4604,1.79,35.2,7.05,32.03,Rack,Flat Plate,0.986,1.974,1,0.20951034,,11/15/2019
United Renewable Energy Co. Ltd.,D6L300L3A,300 W 60 cell double glass bifacial monocrystalline module 1500V max system Vdc,UL 1703,300,278.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,9.85,39.6,9.27,32.4,42.5,-0.417,0.073,-0.313,,,1.81,31.22,7.3,29.5,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6L300L3A-P,300 W 60 cell double glass monocrystalline module 1500V max system Vdc,UL 1703,300,279.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,9.85,39.6,9.27,32.4,41.1,-0.433,0.07,-0.233,,,1.78,31.13,7.2,29.7,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6M300B3A,300 W Monocrystalline Module,UL 1703,300,268,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.627,60,1,N,9.78,39.39,9.35,32.09,47.4,-0.48,0.077,-0.35,-0.0032,-0.48,1.86,31.65,7.51,28.71,Rack,Flat Plate,0.992,1.64,1,0.19623,,11/15/2019
United Renewable Energy Co. Ltd.,D6M300B3AME,300 W Monocrystalline Module,UL 1703,300,268,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.627,60,1,N,9.78,39.39,9.35,32.09,47.4,-0.48,0.077,-0.35,-0.0032,-0.48,1.86,31.65,7.51,28.71,Rack,Flat Plate,0.992,1.64,1,0.19623,,11/15/2019
United Renewable Energy Co. Ltd.,D6M300B4A,300 W Monocrystalline Module,UL 1703,300,265,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,72,1,N,8.79,45.44,8.14,36.92,46.9,-0.51,0.09,-0.4,0.01,-0.52,1.66,35.61,6.59,32.52,Rack,Flat Plate,0.99,1.97,1,0.197263075,,11/15/2019
United Renewable Energy Co. Ltd.,D6M300B4AME,300 W Monocrystalline Module,UL 1703,300,265,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,72,1,N,8.79,45.44,8.14,36.92,46.9,-0.51,0.09,-0.4,0.01,-0.52,1.66,35.61,6.59,32.52,Rack,Flat Plate,0.99,1.97,1,0.197263075,,11/15/2019
United Renewable Energy Co. Ltd.,D6M300E3A,,UL 1703,300,273.8,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,,9.78,39.39,9.35,32.09,43.4,-0.48,0.09,-0.36,0.001,-0.48,1.89,31.79,7.7,29.55,,,,,,,8/1/2017,11/15/2019
United Renewable Energy Co. Ltd.,D6M300H3A,60 cell Mono PV Module,UL 1703,300,275,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,N,9.78,39.39,9.35,32.09,45.18,-0.417,0.063,-0.317,0.006,-0.427,1.85,31.44,7.48,29.45,,,,,,,1/16/2018,11/15/2019
United Renewable Energy Co. Ltd.,D6P300B4A,300 W Polycrystalline Module,UL 1703,300,273.2,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.52,46.47,8.12,36.97,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.62,36.42,6.51,33.53,Rack,Flat Plate,0.992,1.956,1,0.196668,,11/15/2019
United Renewable Energy Co. Ltd.,D6P300B4AME,300 W Polycrystalline Module,UL 1703,300,273.2,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.52,46.47,8.12,36.97,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.62,36.42,6.51,33.53,Rack,Flat Plate,0.992,1.956,1,0.196668,,11/15/2019
United Renewable Energy Co. Ltd.,F6K300H3A,300 W 60 cell Monocrystalline module white backsheet 1500V max system Vdc,UL 1703,300,274.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,60,,N,9.71,39.9,9.16,32.8,47.3,-0.378,0.039,-0.27,,,1.94,31.17,7.64,29.1,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,F6K300H3F,310W mono-crystalline1500V system voltage; white backsheet and white frame,UL 61730,300,275.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.7,39.7,9.2,32.7,45.4,-0.404,0.051,-0.312,,,1.76,32.18,7.35,30.3,,,,,,,7/13/2020,
United Renewable Energy Co. Ltd.,F6M300H3A,300 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,300,278.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.74,39.8,9.21,32.6,45.3,-0.361,0.038,-0.271,,,1.81,32.2,7.29,30.7,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M300H3A-BB,300 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,300,278.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.74,39.8,9.21,32.6,45.3,-0.361,0.038,-0.271,,,1.81,32.2,7.29,30.7,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M300H3A-BW,300 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,300,278.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.74,39.8,9.21,32.6,45.3,-0.361,0.038,-0.271,,,1.81,32.2,7.29,30.7,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M300H3G,300 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,300,278.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.74,39.8,9.21,32.6,45.3,-0.361,0.038,-0.271,,,1.81,32.2,7.29,30.7,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M300H3G-BB,300 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,300,278.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.74,39.8,9.21,32.6,45.3,-0.361,0.038,-0.271,,,1.81,32.2,7.29,30.7,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M300H3G-BW,300 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,300,278.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.74,39.8,9.21,32.6,45.3,-0.361,0.038,-0.271,,,1.81,32.2,7.29,30.7,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6P300H4A,300 W 72 cell Polycrystalline module white backsheet 1000V max system Vdc,UL 1703,300,271.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.68,45.6,7.98,37.6,47.2,-0.41,0.05,-0.31,,,1.65,36.4,6.45,34.2,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,7E00-6C305,305 W Monocrystalline Module,UL 1703,305,271.1,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.946,72,1,N,9.08,46.11,8.46,36.06,47.3,-0.4793,0.0555,-0.3389,-0.0243,-0.4604,1.8,35.56,7.1,32.36,Rack,Flat Plate,0.986,1.974,1,0.20951034,,11/15/2019
United Renewable Energy Co. Ltd.,7E00-6C305-B,305 W Monocrystalline Module,UL 1703,305,271.1,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.946,72,1,N,9.08,46.11,8.46,36.06,47.3,-0.4793,0.0555,-0.3389,-0.0243,-0.4604,1.8,35.56,7.1,32.36,Rack,Flat Plate,0.986,1.974,1,0.20951034,,11/15/2019
United Renewable Energy Co. Ltd.,D6L305L3A,305 W 60 cell double glass bifacial monocrystalline module 1500V max system Vdc,UL 1703,305,282.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,9.91,39.7,9.39,32.5,42.5,-0.417,0.073,-0.313,,,1.83,31.33,7.4,29.6,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6L305L3A-P,305 W 60 cell double glass monocrystalline module 1500V max system Vdc,UL 1703,305,283.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,9.91,39.7,9.39,32.5,41.1,-0.433,0.07,-0.233,,,1.8,31.24,7.29,29.8,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6M305B4A,305 W Monocrystalline Module,UL 1703,305,269.6,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,72,1,N,8.8,45.95,8.18,37.3,46.9,-0.51,0.09,-0.4,0.01,-0.52,1.67,35.97,6.62,32.85,Rack,Flat Plate,0.99,1.97,1,0.196989579,,11/15/2019
United Renewable Energy Co. Ltd.,D6M305B4AME,305 W Monocrystalline Module,UL 1703,305,269.6,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,72,1,N,8.8,45.95,8.18,37.3,46.9,-0.51,0.09,-0.4,0.01,-0.52,1.67,35.97,6.62,32.85,Rack,Flat Plate,0.99,1.97,1,0.196989579,,11/15/2019
United Renewable Energy Co. Ltd.,D6M305E3A,,UL 1703,305,278.5,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,,9.86,39.49,9.43,32.35,43.4,-0.48,0.09,-0.36,0.001,-0.48,1.89,31.79,7.7,29.55,,,,,,,8/1/2017,11/15/2019
United Renewable Energy Co. Ltd.,D6M305H3A,60 cell Mono PV Module,UL 1703,305,279.8,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,N,9.86,39.49,9.43,32.35,45.18,-0.417,0.063,-0.317,0.006,-0.427,1.85,31.44,7.48,29.45,,,,,,,1/16/2018,11/15/2019
United Renewable Energy Co. Ltd.,D6P305B4A,305 W Polycrystalline Module,UL 1703,305,277.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.56,46.87,8.2,37.27,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.64,36.71,6.57,33.8,Rack,Flat Plate,0.992,1.956,1,0.197391475,,11/15/2019
United Renewable Energy Co. Ltd.,D6P305B4AME,305 W Polycrystalline Module,UL 1703,305,277.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.56,46.87,8.2,37.27,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.64,36.71,6.57,33.8,Rack,Flat Plate,0.992,1.956,1,0.197391475,,11/15/2019
United Renewable Energy Co. Ltd.,D7K305H7A,305 W 120 half cell monocrystalline module white backsheet 1500V max system Vdc,UL 1703,305,285.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,2,N,9.72,40,9.24,33,42.7,-0.367,0.107,-0.32,,,1.79,31.43,7.22,30.2,,,,,,,2/1/2019,11/15/2019
United Renewable Energy Co. Ltd.,F6K305H3A,305 W 60 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,305,285.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.65,20,3,N,9.89,40,9.44,32.4,45.6,-0.312,0.03,-0.229,,,1.81,32.54,7.27,30.8,,,,,,,11/15/2019,
United Renewable Energy Co. Ltd.,F6K305H3F,315W mono-crystalline1500V system voltage; white backsheet and white frame,UL 61730,305,280.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.8,39.8,9.3,32.8,45.4,-0.404,0.051,-0.312,,,1.78,32.28,7.43,30.4,,,,,,,7/13/2020,
United Renewable Energy Co. Ltd.,F6M305H3A,305 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,305,283,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.83,40,9.3,32.8,45.3,-0.361,0.038,-0.271,,,1.83,32.4,7.36,30.9,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M305H3A-BB,305 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,305,283,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.83,40,9.3,32.8,45.3,-0.361,0.038,-0.271,,,1.83,32.4,7.36,30.9,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M305H3A-BW,305 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,305,283,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.83,40,9.3,32.8,45.3,-0.361,0.038,-0.271,,,1.83,32.4,7.36,30.9,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M305H3G,305 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,305,283,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.83,40,9.3,32.8,45.3,-0.361,0.038,-0.271,,,1.83,32.4,7.36,30.9,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M305H3G-BB,305 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,305,283,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.83,40,9.3,32.8,45.3,-0.361,0.038,-0.271,,,1.83,32.4,7.36,30.9,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M305H3G-BW,305 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,305,283,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.83,40,9.3,32.8,45.3,-0.361,0.038,-0.271,,,1.83,32.4,7.36,30.9,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6P305H4A,305 W 72 cell Polycrystalline module white backsheet 1000V max system Vdc,UL 1703,305,276.2,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.75,45.8,8.03,38,47.2,-0.41,0.05,-0.31,,,1.66,36.79,6.49,34.6,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,D6L310L3A,310 W 60 cell double glass bifacial monocrystalline module 1500V max system Vdc,UL 1703,310,287.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,9.99,39.8,9.48,32.8,42.5,-0.417,0.073,-0.313,,,1.85,31.58,7.47,29.8,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6L310L3A-P,310 W 60 cell double glass monocrystalline module 1500V max system Vdc,UL 1703,310,288.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,9.99,39.8,9.48,32.8,41.1,-0.433,0.07,-0.233,,,1.82,31.49,7.36,30.1,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6M310B4A,310 W Monocrystalline Module,UL 1703,310,278.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.86,45.92,8.44,36.78,43.6,-0.52,0.07,-0.37,-0.02,-0.5,1.71,35.87,6.82,33.56,Rack,Flat Plate,0.992,1.956,1,0.197863548,,11/15/2019
United Renewable Energy Co. Ltd.,D6M310B4AME,310 W Monocrystalline Module,UL 1703,310,278.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.86,45.92,8.44,36.78,43.6,-0.52,0.07,-0.37,-0.02,-0.5,1.71,35.87,6.82,33.56,Rack,Flat Plate,0.992,1.956,1,0.197863548,,11/15/2019
United Renewable Energy Co. Ltd.,D6M310E3A,,UL 1703,310,283.2,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,,9.91,39.75,9.52,32.57,43.4,-0.48,0.09,-0.36,0.001,-0.48,1.89,31.79,7.7,29.55,,,,,,,8/1/2017,11/15/2019
United Renewable Energy Co. Ltd.,D6M310H3A,60 cell Mono PV Module,UL 1703,310,284.5,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,N,9.91,39.75,9.52,32.57,45.18,-0.417,0.063,-0.317,0.006,-0.427,1.85,31.44,7.48,29.45,,,,,,,1/16/2018,11/15/2019
United Renewable Energy Co. Ltd.,D6P310B4A,310 W Polycrystalline Module,UL 1703,310,282.5,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.6,47.27,8.27,37.56,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.65,37,6.63,34.06,Rack,Flat Plate,0.992,1.956,1,0.196935484,,11/15/2019
United Renewable Energy Co. Ltd.,D6P310B4AME,310 W Polycrystalline Module,UL 1703,310,282.5,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.6,47.27,8.27,37.56,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.65,37,6.63,34.06,Rack,Flat Plate,0.992,1.956,1,0.196935484,,11/15/2019
United Renewable Energy Co. Ltd.,D7K310H7A,310 W 120 half cell monocrystalline module white backsheet 1500V max system Vdc,UL 1703,310,290.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,2,N,9.86,40.1,9.37,33.1,42.7,-0.367,0.107,-0.32,,,1.81,31.51,7.33,30.3,,,,,,,2/1/2019,11/15/2019
United Renewable Energy Co. Ltd.,F6E310H4A,310 W 72 cell Polycrystalline module white backsheet 1500V max system Vdc,UL 1703,310,282.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,,N,8.98,45.2,8.29,37.4,47.2,-0.384,0.089,-0.319,,,1.69,34.89,6.77,33,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,F6K310H3A,310 W 60 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,310,290.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.65,20,3,N,10.1,40.1,9.56,32.5,45.6,-0.312,0.03,-0.229,,,1.83,32.65,7.36,30.9,,,,,,,11/15/2019,
United Renewable Energy Co. Ltd.,F6K310H3F,310 W 60 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,310,285,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.9,39.9,9.43,32.9,45.4,-0.404,0.051,-0.312,,,1.8,32.38,7.53,30.5,,,,,,,7/13/2020,
United Renewable Energy Co. Ltd.,F6K310H3G,310 W 60 cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,310,286.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,9.92,40.2,9.4,33,45.5,-0.371,0.04,-0.266,,,1.87,31.67,7.51,30.2,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6K310H3G-BW,310 W 60 cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,310,286.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,9.92,40.2,9.4,33,45.5,-0.371,0.04,-0.266,,,1.87,31.67,7.51,30.2,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M310H3A,310 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,310,287.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.92,40.2,9.4,33,45.3,-0.361,0.038,-0.271,,,1.85,32.6,7.44,31.1,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M310H3A-BB,310 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,310,287.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.92,40.2,9.4,33,45.3,-0.361,0.038,-0.271,,,1.85,32.6,7.44,31.1,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M310H3A-BW,310 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,310,287.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.92,40.2,9.4,33,45.3,-0.361,0.038,-0.271,,,1.85,32.6,7.44,31.1,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M310H3G,310 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,310,287.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.92,40.2,9.4,33,45.3,-0.361,0.038,-0.271,,,1.85,32.6,7.44,31.1,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M310H3G-BB,310 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,310,287.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.92,40.2,9.4,33,45.3,-0.361,0.038,-0.271,,,1.85,32.6,7.44,31.1,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M310H3G-BW,310 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,310,287.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,9.92,40.2,9.4,33,45.3,-0.361,0.038,-0.271,,,1.85,32.6,7.44,31.1,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6P310H4A,310 W 72 cell Polycrystalline module white backsheet 1000V max system Vdc,UL 1703,310,280.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.82,46,8.08,38.4,47.2,-0.41,0.05,-0.31,,,1.67,37.17,6.53,34.9,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,D6L315L3A,315 W 60 cell double glass bifacial monocrystalline module 1500V max system Vdc,UL 1703,315,292.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,10.07,39.9,9.57,33,42.5,-0.417,0.073,-0.313,,,1.87,31.78,7.54,30,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6L315L3A-P,315 W 60 cell double glass monocrystalline module 1500V max system Vdc,UL 1703,315,293.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,10.07,39.9,9.57,33,41.1,-0.433,0.07,-0.233,,,1.84,31.69,7.43,30.3,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6M315B4A,315 W Monocrystalline Module,UL 1703,315,283.6,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.92,46.19,8.52,37.02,43.6,-0.52,0.07,-0.37,-0.02,-0.5,1.73,36.11,6.88,33.78,Rack,Flat Plate,0.992,1.956,1,0.198318413,,11/15/2019
United Renewable Energy Co. Ltd.,D6M315B4AME,315 W Monocrystalline Module,UL 1703,315,283.6,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.92,46.19,8.52,37.02,43.6,-0.52,0.07,-0.37,-0.02,-0.5,1.73,36.11,6.88,33.78,Rack,Flat Plate,0.992,1.956,1,0.198318413,,11/15/2019
United Renewable Energy Co. Ltd.,D6M315E4A,315 W Monocrystalline Module,UL 1703,315,281.4,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.07,45.27,8.53,36.96,47.5,-0.46,0.05,-0.35,0.004,-0.46,1.68,36.38,6.8,33.29,Rack,Flat Plate,0.992,1.956,1,0.193763603,,11/15/2019
