Manufacturer,Model,Technology,Message,celltype,vmp,imp,voc,isc,alpha_isc,beta_voc,gamma_pmp,n_ser,t_ref
Jinko Solar Co. Ltd,JKM460N-7RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44,10.46,53,11.17,0.0048031,-0.16059,-0.399,26,25
Jinko Solar Co. Ltd,JKM460N-7RL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.5,10.33,53.5,10.91,0.0066551,-0.15301,-0.358,26,25
Jinko Solar Co. Ltd,JKM460N-7RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44,10.46,53,11.17,0.0081541,-0.15264,-0.437,26,25
Jinko Solar Co. Ltd,JKM465M-78H,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.1,10.54,52.4,11.16,0.0052452,-0.16506,-0.419,26,25
Jinko Solar Co. Ltd,JKM465M-78H-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.1,10.54,52.4,11.16,0.006138,-0.168728,-0.391,26,25
Jinko Solar Co. Ltd,JKM465M-7RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.2,10.77,51.9,11.59,0.0030134,-0.159852,-0.398,26,25
Jinko Solar Co. Ltd,JKM465M-7RL3-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.4,10.72,52,11.44,0.0036608,-0.1638,-0.406,26,25
Jinko Solar Co. Ltd,JKM465M-7RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.2,10.77,51.9,11.59,0.0030134,-0.159852,-0.398,26,25
Jinko Solar Co. Ltd,JKM465N-7RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.2,10.52,53.3,11.22,0.0048246,-0.161499,-0.399,26,25
Jinko Solar Co. Ltd,JKM465N-7RL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.7,10.4,53.7,10.98,0.0066978,-0.153582,-0.358,26,25
Jinko Solar Co. Ltd,JKM465N-7RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.2,10.52,53.3,11.22,0.0081906,-0.153504,-0.437,26,25
Jinko Solar Co. Ltd,JKM470M-7RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.3,10.86,52.1,11.68,0.0030368,-0.160468,-0.398,26,25
Jinko Solar Co. Ltd,JKM470M-7RL3-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.4,10.82,52.1,11.53,0.0036896,-0.164115,-0.406,26,25
Jinko Solar Co. Ltd,JKM470M-7RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.3,10.86,52.1,11.68,0.0030368,-0.160468,-0.398,26,25
Jinko Solar Co. Ltd,JKM470N-7RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.4,10.58,53.5,11.28,0.0048504,-0.162105,-0.399,26,25
Jinko Solar Co. Ltd,JKM470N-7RL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.9,10.47,53.9,11.05,0.0067405,-0.154154,-0.358,26,25
Jinko Solar Co. Ltd,JKM470N-7RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.4,10.58,53.5,11.28,0.0082344,-0.15408,-0.437,26,25
Jinko Solar Co. Ltd,JKM475M-7RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.4,10.95,52.2,11.77,0.0030602,-0.160776,-0.398,26,25
Jinko Solar Co. Ltd,JKM475M-7RL3-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.5,10.92,52.2,11.63,0.0037216,-0.16443,-0.406,26,25
Jinko Solar Co. Ltd,JKM475M-7RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.4,10.95,52.2,11.77,0.0030602,-0.160776,-0.398,26,25
Jinko Solar Co. Ltd,JKM475N-7RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.7,10.64,53.7,11.34,0.0048762,-0.162711,-0.399,26,25
Jinko Solar Co. Ltd,JKM475N-7RL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,45.1,10.54,54.1,11.12,0.0067832,-0.154726,-0.358,26,25
Jinko Solar Co. Ltd,JKM475N-7RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,44.7,10.64,53.7,11.34,0.0082782,-0.154656,-0.437,26,25
Jinko Solar Co. Ltd,JKM480N-7RL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,45.2,10.61,54.2,11.19,0.0068259,-0.155012,-0.358,26,25
Jinko Solar Co. Ltd,JKM495M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,12.39,48.8,13.18,0.0048766,-0.124928,-0.322,24,25
Jinko Solar Co. Ltd,JKM495M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,12.37,48.7,13.22,0.0062134,-0.153405,-0.415,24,25
Jinko Solar Co. Ltd,JKM495M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,12.39,48.8,13.18,0.0061946,-0.159088,-0.423,24,25
Jinko Solar Co. Ltd,JKM495M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,12.37,48.7,13.22,0.0062134,-0.153405,-0.415,24,25
Jinko Solar Co. Ltd,JKM500M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.1,12.47,48.8,13.29,0.0061134,-0.14396,-0.342,24,25
Jinko Solar Co. Ltd,JKM500M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,12.37,49.1,13.13,0.0057772,-0.132079,-0.348,24,25
Jinko Solar Co. Ltd,JKM500M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.1,12.48,48.9,13.25,0.0049025,-0.125184,-0.322,24,25
Jinko Solar Co. Ltd,JKM500M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.1,12.47,48.8,13.29,0.0061134,-0.14396,-0.342,24,25
Jinko Solar Co. Ltd,JKM500M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.1,12.47,48.8,13.29,0.0062463,-0.15372,-0.415,24,25
Jinko Solar Co. Ltd,JKM500M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.1,12.48,48.9,13.25,0.0062275,-0.159414,-0.423,24,25
Jinko Solar Co. Ltd,JKM500M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.1,12.47,48.8,13.29,0.0062463,-0.15372,-0.415,24,25
Jinko Solar Co. Ltd,JKM505M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,12.57,48.9,13.36,0.0061456,-0.144255,-0.342,24,25
Jinko Solar Co. Ltd,JKM505M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,12.47,49.2,13.23,0.0058212,-0.132348,-0.348,24,25
Jinko Solar Co. Ltd,JKM505M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,12.57,49,13.32,0.0049284,-0.12544,-0.322,24,25
Jinko Solar Co. Ltd,JKM505M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,12.57,48.9,13.36,0.0061456,-0.144255,-0.342,24,25
Jinko Solar Co. Ltd,JKM505M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,12.57,48.9,13.36,0.0062792,-0.154035,-0.415,24,25
Jinko Solar Co. Ltd,JKM505M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,12.57,49,13.32,0.0062604,-0.15974,-0.423,24,25
Jinko Solar Co. Ltd,JKM505M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,12.57,48.9,13.36,0.0062792,-0.154035,-0.415,24,25
Jinko Solar Co. Ltd,JKM505N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,12.47,49.5,13.29,0.0061134,-0.128205,-0.306,24,25
Jinko Solar Co. Ltd,JKM510M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.67,48.9,13.43,0.0061778,-0.144255,-0.342,24,25
Jinko Solar Co. Ltd,JKM510M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,12.57,49.2,13.33,0.0058652,-0.132348,-0.348,24,25
Jinko Solar Co. Ltd,JKM510M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.66,49.1,13.4,0.004958,-0.125696,-0.322,24,25
Jinko Solar Co. Ltd,JKM510M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.67,48.9,13.43,0.0061778,-0.144255,-0.342,24,25
Jinko Solar Co. Ltd,JKM510M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.67,48.9,13.43,0.0063121,-0.154035,-0.415,24,25
Jinko Solar Co. Ltd,JKM510M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.66,49.1,13.4,0.006298,-0.160066,-0.423,24,25
Jinko Solar Co. Ltd,JKM510M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.67,48.9,13.43,0.0063121,-0.154035,-0.415,24,25
Jinko Solar Co. Ltd,JKM510N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,12.55,49.6,13.35,0.006141,-0.128464,-0.306,24,25
Jinko Solar Co. Ltd,JKM515M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.77,49,13.5,0.00621,-0.14455,-0.342,24,25
Jinko Solar Co. Ltd,JKM515M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,12.67,49.3,13.43,0.0059092,-0.132617,-0.348,24,25
Jinko Solar Co. Ltd,JKM515M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,12.75,49.1,13.47,0.0049839,-0.125696,-0.322,24,25
Jinko Solar Co. Ltd,JKM515M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.77,49,13.5,0.00621,-0.14455,-0.342,24,25
Jinko Solar Co. Ltd,JKM515M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.77,49,13.5,0.006345,-0.15435,-0.415,24,25
Jinko Solar Co. Ltd,JKM515M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,12.75,49.1,13.47,0.0063309,-0.160066,-0.423,24,25
Jinko Solar Co. Ltd,JKM515M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,12.77,49,13.5,0.006345,-0.15435,-0.415,24,25
Jinko Solar Co. Ltd,JKM515N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.8,12.63,49.8,13.41,0.0061686,-0.128982,-0.306,24,25
Jinko Solar Co. Ltd,JKM520M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,12.87,49.1,13.57,0.0062422,-0.144845,-0.342,24,25
Jinko Solar Co. Ltd,JKM520M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,12.77,49.4,13.53,0.0059532,-0.132886,-0.348,24,25
Jinko Solar Co. Ltd,JKM520M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,12.84,49.2,13.54,0.0050098,-0.125952,-0.322,24,25
Jinko Solar Co. Ltd,JKM520M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,12.87,49.1,13.57,0.0062422,-0.144845,-0.342,24,25
Jinko Solar Co. Ltd,JKM520M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,12.87,49.1,13.57,0.0063779,-0.154665,-0.415,24,25
Jinko Solar Co. Ltd,JKM520M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,12.84,49.2,13.54,0.0063638,-0.160392,-0.423,24,25
Jinko Solar Co. Ltd,JKM520M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,12.87,49.1,13.57,0.0063779,-0.154665,-0.415,24,25
Jinko Solar Co. Ltd,JKM520N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41,12.7,49.9,13.47,0.0061962,-0.129241,-0.306,24,25
Jinko Solar Co. Ltd,JKM525M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,12.97,49.2,13.64,0.0062744,-0.14514,-0.342,24,25
Jinko Solar Co. Ltd,JKM525M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.8,12.87,49.4,13.63,0.0059972,-0.132886,-0.348,24,25
Jinko Solar Co. Ltd,JKM525M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,12.93,49.3,13.64,0.0050468,-0.126208,-0.322,24,25
Jinko Solar Co. Ltd,JKM525M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,12.97,49.2,13.64,0.0062744,-0.14514,-0.342,24,25
Jinko Solar Co. Ltd,JKM525M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,12.97,49.2,13.64,0.0064108,-0.15498,-0.415,24,25
Jinko Solar Co. Ltd,JKM525M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,12.93,49.3,13.64,0.0064108,-0.160718,-0.423,24,25
Jinko Solar Co. Ltd,JKM525M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,12.97,49.2,13.64,0.0064108,-0.15498,-0.415,24,25
Jinko Solar Co. Ltd,JKM525N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.1,12.77,50,13.53,0.0062238,-0.1295,-0.306,24,25
Jinko Solar Co. Ltd,JKM530M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,13.07,49.3,13.71,0.0063066,-0.145435,-0.342,24,25
Jinko Solar Co. Ltd,JKM530M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,12.97,49.5,13.73,0.0060412,-0.133155,-0.348,24,25
Jinko Solar Co. Ltd,JKM530M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,13.02,49.4,13.71,0.0050727,-0.126464,-0.322,24,25
Jinko Solar Co. Ltd,JKM530M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,13.07,49.3,13.71,0.0063066,-0.145435,-0.342,24,25
Jinko Solar Co. Ltd,JKM530M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,13.07,49.3,13.71,0.0064437,-0.155295,-0.415,24,25
Jinko Solar Co. Ltd,JKM530M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,13.02,49.4,13.71,0.0064437,-0.161044,-0.423,24,25
Jinko Solar Co. Ltd,JKM530M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,13.07,49.3,13.71,0.0064437,-0.155295,-0.415,24,25
Jinko Solar Co. Ltd,JKM530N-72HL4-BDV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41,12.94,49.7,13.78,0.006201,-0.127729,-0.295,24,25
Jinko Solar Co. Ltd,JKM530N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.3,12.84,50.2,13.59,0.0062514,-0.130018,-0.306,24,25
Jinko Solar Co. Ltd,JKM535M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,13.17,49.3,13.79,0.0063434,-0.145435,-0.342,24,25
Jinko Solar Co. Ltd,JKM535M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,13.07,49.5,13.83,0.0060852,-0.133155,-0.348,24,25
Jinko Solar Co. Ltd,JKM535M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.8,13.11,49.4,13.79,0.0051023,-0.126464,-0.322,24,25
Jinko Solar Co. Ltd,JKM535M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,13.17,49.3,13.79,0.0063434,-0.145435,-0.342,24,25
Jinko Solar Co. Ltd,JKM535M-7RL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.5,12.31,53,12.92,0.0086564,-0.14098,-0.369,26,25
Jinko Solar Co. Ltd,JKM535M-7RL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.4,12.34,53,13.06,0.0080972,-0.14363,-0.371,26,25
Jinko Solar Co. Ltd,JKM535M-7RL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.5,12.31,53,12.92,0.0086564,-0.14098,-0.369,26,25
Jinko Solar Co. Ltd,JKM535M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,13.17,49.3,13.79,0.0064813,-0.155295,-0.415,24,25
Jinko Solar Co. Ltd,JKM535M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.8,13.11,49.4,13.79,0.0064813,-0.161044,-0.423,24,25
Jinko Solar Co. Ltd,JKM535M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.6,13.17,49.3,13.79,0.0064813,-0.155295,-0.415,24,25
Jinko Solar Co. Ltd,JKM535N-72HL4-BDV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.1,13.02,49.8,13.83,0.0062235,-0.127986,-0.295,24,25
Jinko Solar Co. Ltd,JKM535N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.5,12.9,50.3,13.65,0.006279,-0.130277,-0.306,24,25
Jinko Solar Co. Ltd,JKM540M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,13.27,49.4,13.85,0.006371,-0.14573,-0.342,24,25
Jinko Solar Co. Ltd,JKM540M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.1,13.13,49.7,13.89,0.0061116,-0.133693,-0.348,24,25
Jinko Solar Co. Ltd,JKM540M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,13.2,49.5,13.87,0.0051319,-0.12672,-0.322,24,25
Jinko Solar Co. Ltd,JKM540M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,13.27,49.4,13.85,0.006371,-0.14573,-0.342,24,25
Jinko Solar Co. Ltd,JKM540M-7RL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.6,12.39,53.1,13,0.00871,-0.141246,-0.369,26,25
Jinko Solar Co. Ltd,JKM540M-7RL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.5,12.42,53.1,13.13,0.0081406,-0.143901,-0.371,26,25
Jinko Solar Co. Ltd,JKM540M-7RL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.6,12.39,53.1,13,0.00871,-0.141246,-0.369,26,25
Jinko Solar Co. Ltd,JKM540M-7TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,13.27,49.4,13.85,0.0065095,-0.15561,-0.415,24,25
Jinko Solar Co. Ltd,JKM540M-7TL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,13.2,49.5,13.87,0.0065189,-0.16137,-0.423,24,25
Jinko Solar Co. Ltd,JKM540M-7TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,13.27,49.4,13.85,0.0065095,-0.15561,-0.415,24,25
Jinko Solar Co. Ltd,JKM540N-72HL4-BDV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.2,13.11,49.9,13.89,0.0062505,-0.128243,-0.295,24,25
Jinko Solar Co. Ltd,JKM540N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.7,12.96,50.4,13.71,0.0063066,-0.130536,-0.306,24,25
Jinko Solar Co. Ltd,JKM545M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.3,13.19,49.9,13.95,0.006138,-0.134231,-0.348,24,25
Jinko Solar Co. Ltd,JKM545M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.1,13.27,49.7,13.94,0.0051578,-0.127232,-0.322,24,25
Jinko Solar Co. Ltd,JKM545M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.8,13.36,49.5,13.94,0.0064124,-0.146025,-0.342,24,25
Jinko Solar Co. Ltd,JKM545M-7RL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.7,12.47,53.2,13.08,0.0087636,-0.141512,-0.369,26,25
Jinko Solar Co. Ltd,JKM545M-7RL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.6,12.5,53.2,13.2,0.008184,-0.144172,-0.371,26,25
Jinko Solar Co. Ltd,JKM545M-7RL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.7,12.47,53.2,13.08,0.0087636,-0.141512,-0.369,26,25
Jinko Solar Co. Ltd,JKM545N-72HL4-BDV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.4,13.17,50.1,13.95,0.0062775,-0.128757,-0.295,24,25
Jinko Solar Co. Ltd,JKM545N-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.9,13.02,50.6,13.77,0.0063342,-0.131054,-0.306,24,25
Jinko Solar Co. Ltd,JKM550M-72HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,13.45,49.6,14.03,0.0064538,-0.14632,-0.342,24,25
Jinko Solar Co. Ltd,JKM550M-72HL4-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.5,13.25,50.1,14.01,0.0061644,-0.134769,-0.348,24,25
Jinko Solar Co. Ltd,JKM550M-72HL4-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.2,13.34,49.8,14.01,0.0051837,-0.127488,-0.322,24,25
Jinko Solar Co. Ltd,JKM550M-72HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,13.45,49.6,14.03,0.0064538,-0.14632,-0.342,24,25
