Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Vietnam Sunergy Joint Stock Company VSUN530-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,530.748,489.1,2.54,,,72,13.71,49.4,12.82,41.4,0.008226,-0.144248,46.5,1.95907,13.7237,1.50007e-10,0.155479,155.551,12.5967,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN530-144MH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,530.748,489.8,2.54,,,72,13.71,49.4,12.82,41.4,0.0076776,-0.144742,45.8,1.96006,13.7237,1.51943e-10,0.155309,155.726,12.3749,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN530-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,530.748,489.8,2.54,,,72,13.71,49.4,12.82,41.4,0.0076776,-0.144742,45.8,1.96006,13.7237,1.51943e-10,0.155309,155.726,12.3749,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN535-144BMH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,535.35,495.4,2.54,,,72,13.78,49.5,12.9,41.5,0.0085436,-0.143055,45.9,1.95436,13.7931,1.34952e-10,0.155067,163.026,12.7332,-0.374,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN535-144BMH-DG,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,535.35,495.4,2.54,,,72,13.78,49.5,12.9,41.5,0.0081302,-0.143055,46.2,1.93854,13.7936,1.09718e-10,0.157748,160.03,10.903,-0.369,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN535-144M,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,535.35,493.8,2.54,,,72,13.78,49.5,12.9,41.5,0.008268,-0.14454,46.5,1.96221,13.7929,1.49368e-10,0.15374,164.554,12.5072,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN535-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,535.35,493.8,2.54,,,72,13.78,49.5,12.9,41.5,0.008268,-0.14454,46.5,1.96221,13.7929,1.49368e-10,0.15374,164.554,12.5072,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN535-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,535.35,493.8,2.54,,,72,13.78,49.5,12.9,41.5,0.008268,-0.14454,46.5,1.96221,13.7929,1.49368e-10,0.15374,164.554,12.5072,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN535-144MH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,535.35,494.6,2.54,,,72,13.78,49.5,12.9,41.5,0.0077168,-0.145035,45.8,1.9632,13.7928,1.51292e-10,0.153572,164.75,12.2853,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN535-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,535.35,494.6,2.54,,,72,13.78,49.5,12.9,41.5,0.0077168,-0.145035,45.8,1.9632,13.7928,1.51292e-10,0.153572,164.75,12.2853,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN540-144BMH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,540.849,500.2,2.54,,,72,13.85,49.7,12.97,41.7,0.008587,-0.143633,45.9,1.9627,13.8627,1.36457e-10,0.152076,165.544,12.787,-0.374,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN540-144BMH-DG,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,540.849,500.2,2.54,,,72,13.85,49.7,12.97,41.7,0.0081715,-0.143633,46.2,1.94681,13.8632,1.10946e-10,0.154755,162.457,10.9562,-0.369,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN540-144M,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,540.849,498.6,2.54,,,72,13.85,49.7,12.97,41.7,0.00831,-0.145124,46.5,1.97058,13.8625,1.51035e-10,0.150749,167.12,12.5609,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN540-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,540.849,498.6,2.54,,,72,13.85,49.7,12.97,41.7,0.00831,-0.145124,46.5,1.97058,13.8625,1.51035e-10,0.150749,167.12,12.5609,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN540-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,540.849,498.6,2.54,,,72,13.85,49.7,12.97,41.7,0.00831,-0.145124,46.5,1.97058,13.8625,1.51035e-10,0.150749,167.12,12.5609,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN540-144MH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,540.849,499.4,2.54,,,72,13.85,49.7,12.97,41.7,0.007756,-0.145621,45.8,1.97158,13.8625,1.52982e-10,0.150581,167.321,12.339,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN540-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,540.849,499.4,2.54,,,72,13.85,49.7,12.97,41.7,0.007756,-0.145621,45.8,1.97158,13.8625,1.52982e-10,0.150581,167.321,12.339,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN545-144BMH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,545.072,505,2.54,,,72,13.92,49.8,13.04,41.8,0.0086304,-0.143922,45.9,1.96668,13.9324,1.37255e-10,0.150243,168.01,12.793,-0.374,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN545-144BMH-DG,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,545.072,505,2.54,,,72,13.92,49.8,13.04,41.8,0.0082128,-0.143922,46.2,1.95076,13.9329,1.11596e-10,0.152913,164.824,10.9622,-0.369,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN545-144M,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,545.072,503.4,2.54,,,72,13.92,49.8,13.04,41.8,0.008352,-0.145416,46.5,1.97458,13.9322,1.51918e-10,0.14892,169.637,12.5669,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN545-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,545.072,503.4,2.54,,,72,13.92,49.8,13.04,41.8,0.008352,-0.145416,46.5,1.97458,13.9322,1.51918e-10,0.14892,169.637,12.5669,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN545-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,545.072,503.4,2.54,,,72,13.92,49.8,13.04,41.8,0.008352,-0.145416,46.5,1.97458,13.9322,1.51918e-10,0.14892,169.637,12.5669,-0.379,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN545-144MH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,545.072,504.2,2.54,,,72,13.92,49.8,13.04,41.8,0.0077952,-0.145914,45.8,1.97558,13.9322,1.53876e-10,0.148753,169.846,12.3449,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN545-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,545.072,504.2,2.54,,,72,13.92,49.8,13.04,41.8,0.0077952,-0.145914,45.8,1.97558,13.9322,1.53876e-10,0.148753,169.846,12.3449,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN550-144BMH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,550.2,509.7,2.54,,,72,13.99,49.9,13.1,42,0.0086738,-0.144211,45.9,1.97403,14.002,1.43987e-10,0.139446,162.009,13.1871,-0.374,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN550-144BMH-DG,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,550.2,509.8,2.54,,,72,13.99,49.9,13.1,42,0.0082541,-0.144211,46.2,1.95805,14.0025,1.17101e-10,0.14212,159.059,11.3522,-0.369,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN550-144MH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,550.2,508.9,2.54,,,72,13.99,49.9,13.1,42,0.0078344,-0.146207,45.8,1.98299,14.0018,1.6145e-10,0.137949,163.711,12.7385,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN550-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,550.2,508.9,2.54,,,72,13.99,49.9,13.1,42,0.0078344,-0.146207,45.8,1.98299,14.0018,1.6145e-10,0.137949,163.711,12.7385,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN555-144BMH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,555.774,514.5,2.54,,,72,14.07,50,13.17,42.2,0.0087234,-0.1445,45.9,1.98132,14.0815,1.51004e-10,0.128668,156.781,13.5734,-0.374,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN555-144BMH-DG,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,555.774,514.5,2.54,,,72,14.07,50,13.17,42.2,0.0083013,-0.1445,46.2,1.96528,14.082,1.2284e-10,0.131345,154.027,11.7346,-0.369,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN555-144MH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,555.774,513.7,2.54,,,72,14.07,50,13.17,42.2,0.0078792,-0.1465,45.8,1.99035,14.0813,1.69347e-10,0.127166,158.372,13.1243,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN555-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,555.774,513.7,2.54,,,72,14.07,50,13.17,42.2,0.0078792,-0.1465,45.8,1.99035,14.0813,1.69347e-10,0.127166,158.372,13.1243,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN560-144BMH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,559.572,519.3,2.54,,,72,14.16,50.1,13.26,42.2,0.0087792,-0.144789,45.9,1.98267,14.1719,1.47102e-10,0.135567,160.838,13.2725,-0.374,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN560-144BMH-DG,Vietnam Sunergy Joint Stock Company,Mono-c-Si,1,559.572,519.3,2.54,,,72,14.16,50.1,13.26,42.2,0.0083544,-0.144789,46.2,1.96662,14.1724,1.19641e-10,0.138223,157.912,11.4367,-0.369,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN560-144MH,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,559.572,518.5,2.54,,,72,14.16,50.1,13.26,42.2,0.0079296,-0.146793,45.8,1.99168,14.1717,1.64949e-10,0.13408,162.527,12.8237,-0.383,N,SAM 2021.12.02,11/16/2022
Vietnam Sunergy Joint Stock Company VSUN560-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-c-Si,0,559.572,518.5,2.54,,,72,14.16,50.1,13.26,42.2,0.0079296,-0.146793,45.8,1.99168,14.1717,1.64949e-10,0.13408,162.527,12.8237,-0.383,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMHBB.60.350.05,Vikram Solar,Mono-c-Si,0,350.498,322.9,1.86,,,60,11.13,40.8,10.13,34.6,0.0054537,-0.117504,46.5,1.61016,11.15,1.04025e-10,0.115627,64.1988,12.9933,-0.365,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.60.355.05,Vikram Solar,Mono-c-Si,1,356.369,317.1,1.86,,,60,11.25,40.8,10.27,34.7,0.0032625,-0.153408,47.2,1.82921,11.2584,2.20576e-09,0.0572194,76.4392,10.6622,-0.491,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMHBB.60.355.05,Vikram Solar,Mono-c-Si,0,356.369,327.7,1.86,,,60,11.25,40.8,10.27,34.7,0.0055125,-0.117504,46.5,1.60982,11.2673,1.04938e-10,0.103858,67.5384,12.9644,-0.365,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.60.360.05,Vikram Solar,Mono-c-Si,1,361.227,321.7,1.86,,,60,11.35,40.9,10.41,34.7,0.0032915,-0.153784,47.2,1.82499,11.359,2.01262e-09,0.068308,86.1064,9.74458,-0.491,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSM.72.360.05,Vikram Solar,Mono-c-Si,0,360.079,330.9,1.88,,,72,9.64,48.1,9.07,39.7,0.003856,-0.145743,45.1,1.91374,9.64753,1.15587e-10,0.288193,368.969,9.49289,-0.41,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMHBB.60.360.05,Vikram Solar,Mono-c-Si,0,361.227,332.4,1.86,,,60,11.35,40.9,10.41,34.7,0.0055615,-0.117792,46.5,1.6071,11.3673,9.58557e-11,0.113882,74.8289,12.0426,-0.365,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.60.365.05,Vikram Solar,Mono-c-Si,1,366.444,326.4,1.86,,,60,11.45,41,10.53,34.8,0.0033205,-0.15416,47.2,1.8266,11.4583,1.96699e-09,0.067127,92.4911,9.45261,-0.491,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSM.72.365.05,Vikram Solar,Mono-c-Si,0,365.484,335.7,1.88,,,72,9.74,48.3,9.16,39.9,0.003896,-0.146349,45.1,1.92309,9.74784,1.18872e-10,0.281909,350.262,9.65113,-0.41,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMHBB.60.365.05,Vikram Solar,Mono-c-Si,0,366.444,337.1,1.86,,,60,11.45,41,10.53,34.8,0.0056105,-0.11808,46.5,1.60886,11.4661,9.37361e-11,0.11214,79.5225,11.7509,-0.365,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.60.370.05,Vikram Solar,Mono-c-Si,1,371.685,331,1.86,,,60,11.55,41.1,10.65,34.9,0.0033495,-0.154536,47.2,1.8283,11.5576,1.92401e-09,0.065948,99.849,9.16975,-0.491,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSM.72.370.05,Vikram Solar,Mono-c-Si,0,370.4,340.4,1.88,,,72,9.84,48.5,9.26,40,0.003936,-0.146955,45.1,1.92864,9.84761,1.1648e-10,0.288507,373.198,9.37875,-0.41,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMHBB.60.370.05,Vikram Solar,Mono-c-Si,0,371.685,341.9,1.86,,,60,11.55,41.1,10.65,34.9,0.0056595,-0.118368,46.5,1.61067,11.565,9.17379e-11,0.110416,84.8084,11.4681,-0.365,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.60.375.05,Vikram Solar,Mono-c-Si,1,375.175,335.7,1.86,,,60,11.65,41.1,10.75,34.9,0.0033785,-0.154536,47.2,1.82741,11.6575,1.9212e-09,0.0656317,101.423,9.07776,-0.491,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSM.72.375.05,Vikram Solar,Mono-c-Si,0,375.336,345.2,1.88,,,72,9.94,48.7,9.36,40.1,0.003976,-0.147561,45.1,1.9342,9.94734,1.14162e-10,0.294959,399.337,9.11009,-0.41,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMHBB.60.375.05,Vikram Solar,Mono-c-Si,0,375.175,346.7,1.86,,,60,11.65,41.1,10.75,34.9,0.0057085,-0.118368,46.5,1.60999,11.6649,9.16174e-11,0.109637,85.8206,11.3758,-0.365,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.60.380.05,Vikram Solar,Mono-c-Si,1,381.15,340.3,1.86,,,60,11.75,41.2,10.89,35,0.0034075,-0.154912,47.2,1.82698,11.7565,1.83439e-09,0.0650742,118.359,8.57773,-0.491,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSM.72.380.05,Vikram Solar,Mono-c-Si,0,380.835,349.9,1.88,,,72,10.04,48.9,9.45,40.3,0.004016,-0.148167,45.1,1.94355,10.0477,1.17362e-10,0.288806,377.527,9.26708,-0.41,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.72.435.05,Vikram Solar,Mono-c-Si,1,435.114,400.2,2.21,,,72,11.45,48.7,10.51,41.4,0.00687,-0.144639,47.2,1.95584,11.4646,1.67863e-10,0.116863,91.8382,13.414,-0.372,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.72.440.05,Vikram Solar,Mono-c-Si,1,440.73,404.9,2.21,,,72,11.56,48.8,10.62,41.5,0.006936,-0.144936,47.2,1.95925,11.5742,1.68339e-10,0.114614,93.1186,13.3492,-0.372,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.72.445.05,Vikram Solar,Mono-c-Si,1,444.88,409.6,2.21,,,72,11.67,48.9,10.72,41.5,0.007002,-0.145233,47.2,1.96115,11.6855,1.65456e-10,0.122956,92.3686,13.1041,-0.372,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.72.450.05,Vikram Solar,Mono-c-Si,1,450.112,414.4,2.21,,,72,11.77,49,10.82,41.6,0.007062,-0.14553,47.2,1.96468,11.7852,1.65988e-10,0.12076,93.5566,13.0527,-0.372,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.78.475.05,Vikram Solar,Mono-c-Si,1,476.389,438.2,2.38,,,78,11.45,52.8,10.61,44.9,0.0060685,-0.149952,47.4,2.05592,11.4626,7.75623e-11,0.13937,126.548,11.5377,-0.358,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMH.78.475.05,Vikram Solar,Mono-c-Si,0,476.389,438.1,2.38,,,78,11.45,52.8,10.61,44.9,0.0062975,-0.15312,47.1,2.07675,11.4621,1.00392e-10,0.134995,128.224,11.4817,-0.364,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.78.480.05,Vikram Solar,Mono-c-Si,1,481.05,442.9,2.38,,,78,11.56,52.9,10.69,45,0.0061268,-0.150236,47.4,2.06261,11.5734,8.08817e-11,0.136078,117.749,11.8379,-0.358,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMH.78.480.05,Vikram Solar,Mono-c-Si,0,481.05,442.9,2.38,,,78,11.56,52.9,10.69,45,0.006358,-0.15341,47.1,2.08353,11.5728,1.0469e-10,0.131712,119.206,11.7817,-0.364,N,SAM 2021.12.02,11/16/2022
Vikram Solar PREXOS VSMDHT.78.485.05,Vikram Solar,Mono-c-Si,1,485.55,447.7,2.38,,,78,11.67,53,10.79,45,0.0061851,-0.15052,47.4,2.0646,11.6844,7.97343e-11,0.144118,116.569,11.6235,-0.358,N,SAM 2021.12.02,11/16/2022
Vikram Solar SOMERA VSMH.78.485.05,Vikram Solar,Mono-c-Si,0,485.55,447.6,2.38,,,78,11.67,53,10.79,45,0.0064185,-0.1537,47.1,2.08552,11.6838,1.03206e-10,0.139798,118.015,11.5676,-0.364,N,SAM 2021.12.02,11/16/2022
Vikram Solar PARADEA VSMDH.72.535.05,Vikram Solar,Mono-c-Si,1,535.075,492.9,2.55,,,72,13.44,49.4,12.59,42.5,0.0072576,-0.147212,46.5,1.99086,13.4447,2.1992e-10,0.0566726,161.737,14.0295,-0.386,N,SAM 2021.12.02,11/16/2022
Vikram Solar PARADEA VSMDH.72.540.05,Vikram Solar,Mono-c-Si,1,540.015,497.7,2.55,,,72,13.64,49.5,12.95,41.7,0.0073656,-0.14751,46.5,1.95742,13.6426,1.41298e-10,0.138863,724.5,9.83865,-0.386,N,SAM 2021.12.02,11/16/2022
Vikram Solar PARADEA VSMDH.72.545.05,Vikram Solar,Mono-c-Si,1,545.072,502.4,2.55,,,72,13.73,49.6,13.04,41.8,0.0074142,-0.147808,46.5,1.9614,13.7324,1.42319e-10,0.136895,782.025,9.84281,-0.386,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60PX-5-265W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Multi-c-Si,0,265.36,244.2,1.63,,,60,9.1,38.1,8.56,31,0.004732,-0.113919,44.9,1.47879,9.10896,5.81267e-11,0.308934,313.683,5.33069,-0.383,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60PX-5-265W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Multi-c-Si,0,265.36,244.2,1.63,,,60,9.1,38.1,8.56,31,0.004732,-0.113919,44.9,1.47879,9.10896,5.81267e-11,0.308934,313.683,5.33069,-0.383,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60PX-5-270W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Multi-c-Si,0,270.432,248.9,1.63,,,60,9.15,38.3,8.64,31.3,0.004758,-0.114517,44.9,1.48705,9.15571,5.91881e-11,0.290515,465.486,5.42484,-0.383,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60PX-5-270W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Multi-c-Si,0,270.432,248.9,1.63,,,60,9.15,38.3,8.64,31.3,0.004758,-0.114517,44.9,1.48705,9.15571,5.91881e-11,0.290515,465.486,5.42484,-0.383,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60PX-5-275W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Multi-c-Si,0,275.31,253.6,1.63,,,60,9.24,38.5,8.74,31.5,0.0048048,-0.115115,44.9,1.49438,9.24439,5.9436e-11,0.28442,599.136,5.37087,-0.383,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60PX-5-275W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Multi-c-Si,0,275.31,253.6,1.63,,,60,9.24,38.5,8.74,31.5,0.0048048,-0.115115,44.9,1.49438,9.24439,5.9436e-11,0.28442,599.136,5.37087,-0.383,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M1-5-280W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,280.228,254.8,1.63,,,60,9.36,39.1,8.84,31.7,0.00468,-0.118473,47,1.54282,9.36475,9.16502e-11,0.315843,622.139,7.57669,-0.404,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M1-5-280W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,280.228,254.8,1.63,,,60,9.36,39.1,8.84,31.7,0.00468,-0.118473,47,1.54282,9.36475,9.16502e-11,0.315843,622.139,7.57669,-0.404,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M3-5-280W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,280.228,253.7,1.63,,,60,9.36,39.1,8.84,31.7,0.0043056,-0.112217,49.6,1.48778,9.36648,3.58199e-11,0.329057,475.374,5.38189,-0.376,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M3-5-280W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,280.228,253.7,1.63,,,60,9.36,39.1,8.84,31.7,0.0043056,-0.112217,49.6,1.48778,9.36648,3.58199e-11,0.329057,475.374,5.38189,-0.376,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M1-5-285W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,284.928,259.4,1.63,,,60,9.43,39.2,8.96,31.8,0.004715,-0.118776,47,1.5498,9.53271,9.75415e-11,0.308758,349.642,7.98843,-0.404,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M1-5-285W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,284.928,259.4,1.63,,,60,9.43,39.2,8.96,31.8,0.004715,-0.118776,47,1.5498,9.53271,9.75415e-11,0.308758,349.642,7.98843,-0.404,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M3-5-285W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,284.928,258.4,1.63,,,60,9.43,39.2,8.96,31.8,0.0043378,-0.112504,49.6,1.48743,9.43088,3.37738e-11,0.324992,3485.09,4.7954,-0.376,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M3-5-285W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,284.928,258.4,1.63,,,60,9.43,39.2,8.96,31.8,0.0043378,-0.112504,49.6,1.48743,9.43088,3.37738e-11,0.324992,3485.09,4.7954,-0.376,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-120MX-5-290W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,290.055,269,1.66,,,60,9.59,38.9,9.15,31.7,0.0040278,-0.110476,44.6,1.45875,9.69316,2.51712e-11,0.301728,402.816,3.28536,-0.365,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-120MX-5-290W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,290.055,269,1.66,,,60,9.59,38.9,9.15,31.7,0.0040278,-0.110476,44.6,1.45875,9.69316,2.51712e-11,0.301728,402.816,3.28536,-0.365,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M1-5-290W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,289.92,264.1,1.63,,,60,9.54,39.4,9.06,32,0.00477,-0.119382,47,1.55914,9.64431,1.00928e-10,0.301864,326.448,8.18713,-0.404,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M1-5-290W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,289.92,264.1,1.63,,,60,9.54,39.4,9.06,32,0.00477,-0.119382,47,1.55914,9.64431,1.00928e-10,0.301864,326.448,8.18713,-0.404,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M3-5-290W-1.0,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,289.92,263,1.63,,,60,9.54,39.4,9.06,32,0.0043884,-0.113078,49.6,1.49633,9.54144,3.4939e-11,0.318051,2103.65,4.98692,-0.376,N,SAM 2021.12.02,11/16/2022
VINA SOLAR TECHNOLOGY CO LTD VNS-60M3-5-290W-1.5,VINA SOLAR TECHNOLOGY CO LTD,Mono-c-Si,0,289.92,263,1.63,,,60,9.54,39.4,9.06,32,0.0043884,-0.113078,49.6,1.49633,9.54144,3.4939e-11,0.318051,2103.65,4.98692,-0.376,N,SAM 2021.12.02,11/16/2022
