Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type
Schneider Electric Solar Inverters USA - Inc : Conext TX 5000 NA [240V],240,30.569963,5000,5250.015645,300,-0.000007,0.000011,0.000538,-0.000210,1.25,480,17.500052,100,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT100-208 [208V],208,956.563740,100000,104619.723117,345,-0.000000,0.000057,0.002110,-0.001050,95,480,303.245574,300,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT100-208-PG [208V],208,956.563740,100000,104619.723117,345,-0.000000,0.000057,0.002110,-0.001050,95,480,303.245574,300,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT100-480 [480V],480,815.446828,100000,104133.798282,345,-0.000000,0.000065,0.003135,0.002066,92,480,301.837096,300,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT100-480-PG [480V],480,815.446828,100000,104133.798282,345,-0.000000,0.000065,0.003135,0.002066,92,480,301.837096,300,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT250-480 [480V],480,1469.211997,250000,261510.098220,345,-0.000000,0.000055,0.002093,0.000280,34,480,758.000285,300,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT250-480-PG [480V],480,1469.211997,250000,261510.098220,345,-0.000000,0.000055,0.002093,0.000280,34,480,758.000285,300,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT30-208 [208V],208,102.274015,28800,30200.391507,221,-0.000001,0.000075,0.008599,0.000940,8.640000,344,136.653355,180,344,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT500-480 [480V],480,3055.913183,500000,521104.832452,353,-0.000000,0.000048,0.004117,0.000817,335.8,480,1476.217656,310,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT500-480-PG [480V],480,3055.913183,500000,521104.832452,353,-0.000000,0.000048,0.004117,0.000817,335.8,480,1476.217656,310,480,5/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT500-MVX,0,4031.800676,500000,528014.574666,354,-0.000000,0.000049,0.003031,0.000487,150,480,1491.566595,310,480,6/1/2018,Utility Interactive
Schneider Electric Solar Inverters USA - Inc : GT500-MVX-PG,0,4031.800676,500000,528014.574666,354,-0.000000,0.000049,0.003031,0.000487,150,480,1491.566595,310,480,6/1/2018,Utility Interactive
Schuco USA: SB3000US [208V],208,14.533871,3000,3194.185585,250,-0.000012,0.000029,0.000754,-0.000108,0.900000,400,12.776742,100,400,n/a,Utility Interactive
Schuco USA: SB3000US [240V],240,19.677223,3000,3154.683773,250,-0.000010,0.000035,0.001248,0.000466,0.900000,400,12.618735,100,400,n/a,Utility Interactive
Schuco USA: SB3300U [240V],240,22.500087,3300,3502.983955,250,-0.000007,0.000040,0.001391,-0.000176,0.990000,400,14.011936,100,400,n/a,Utility Interactive
Schuco USA: SB3800U [208V],208,18.391870,3500,3768.358695,235,-0.000011,0.000039,0.002317,0.000106,1.050000,400,16.035569,100,400,n/a,Utility Interactive
Schuco USA: SB3800U [240V],240,22.876911,3800,4052.093632,250,-0.000008,0.000039,0.001519,0.000025,1.140000,400,16.208375,100,400,n/a,Utility Interactive
Schuco USA: SB4000US [208V],208,19.118591,3500,3702.307079,310,-0.000010,0.000025,0.000742,-0.000173,1.050000,480,11.942926,100,480,n/a,Utility Interactive
Schuco USA: SB4000US [240V],240,29.782148,4000,4193.437436,310,-0.000008,0.000031,0.001126,0.000461,1.200000,480,13.527218,100,480,n/a,Utility Interactive
Schuco USA: SB5000US [208V],208,52.759314,5000,5224.380417,310,-0.000005,0.000036,0.001322,0.000181,1.500000,480,16.852840,100,480,n/a,Utility Interactive
Schuco USA: SB5000US [240V],240,54.156058,5000,5216.147942,310,-0.000005,0.000039,0.001293,0.000481,1.500000,480,16.826284,100,480,n/a,Utility Interactive
Schuco USA: SB5000US [277V],277,50.494306,5000,5213.475031,310,-0.000004,0.000037,0.001857,0.001186,1.500000,480,16.817661,100,480,n/a,Utility Interactive
Schuco USA: SB6000U [208V],208,44.261376,5200,5551.095792,334,-0.000007,0.000029,0.001660,0.000061,1.560000,480,16.620047,100,480,n/a,Utility Interactive
Schuco USA: SB6000U [240V],240,37.461634,6000,6404.021726,310,-0.000006,0.000027,0.001471,0.000123,1.800000,480,20.658135,100,480,n/a,Utility Interactive
Schuco USA: SB6000U [277V],277,39.396535,6000,6384.036228,310,-0.000005,0.000030,0.001276,0.000115,1.800000,480,20.593665,100,480,n/a,Utility Interactive
Schuco USA: SB6000US [208V],208,51.088642,6000,6295.470738,310,-0.000005,0.000036,0.000620,-0.000858,1.800000,480,20.307970,100,480,n/a,Utility Interactive
Schuco USA: SB6000US [240V],240,51.583725,6000,6282.080653,310,-0.000004,0.000034,0.000942,-0.000431,1.800000,480,20.264776,100,480,n/a,Utility Interactive
Schuco USA: SB6000US [277V],277,51.507345,6000,6269.197653,310,-0.000004,0.000044,0.001251,0.000572,1.800000,480,20.223218,100,480,n/a,Utility Interactive
Schuco USA: SB7000US [208V],208,47.252548,7000,7377.472956,310,-0.000005,0.000035,0.001225,-0.000204,2.100000,480,23.798300,100,480,n/a,Utility Interactive
Schuco USA: SB7000US [240V],240,51.842555,7000,7345.148841,310,-0.000004,0.000032,0.001114,-0.000051,2.100000,480,23.694029,100,480,n/a,Utility Interactive
Schuco USA: SB7000US [277V],277,50.524902,7000,7344.336831,310,-0.000004,0.000035,0.001013,-0.000244,2.100000,480,23.691409,100,480,n/a,Utility Interactive
Schuco USA: SB700U [120V],120,8.344572,700,771.842281,145,-0.000071,0.000136,0.001032,-0.000452,0.210000,200,5.323050,100,200,n/a,Utility Interactive
Schuco USA: SB700U-SBD [120V],120,8.344572,700,771.842281,145,-0.000071,0.000136,0.001032,-0.000452,0.210000,200,5.323050,100,200,n/a,Utility Interactive
Schuco USA: SB8000US [240V],240,23.440419,7600,7913.505198,345,-0.000001,0.000002,-0.000549,-0.004112,2.280000,480,22.937696,100,480,n/a,Utility Interactive
Schuco USA: SB8000US [277V],277,31.612631,8000,8410.752850,345,-0.000003,0.000023,0.000580,-0.000033,2.400000,480,24.378994,100,480,n/a,Utility Interactive
Schuco USA: ST42 [208V],208,255.843797,42000,44142.334782,310,-0.000001,0.000063,0.002456,0.000000,12.600000,480,142.394628,250,480,n/a,Utility Interactive
Schuco USA: ST42 [277V],277,279.633391,42000,43948.119421,310,-0.000001,0.000060,0.001894,-0.000384,12.600000,480,141.768127,250,480,n/a,Utility Interactive
Schuco USA: SWR1800U [120V],120,13.828897,1800,1983.187162,200,-0.000024,0.000026,0.001598,-0.000129,0.540000,400,9.915936,100,400,n/a,Utility Interactive
Schuco USA: SWR1800U-SBD [120V],120,13.828897,1800,1983.187162,200,-0.000024,0.000026,0.001598,-0.000129,0.540000,400,9.915936,100,400,n/a,Utility Interactive
Schuco USA: SWR2100U [240V],240,18.912367,2100,2265.119582,300,-0.000014,0.000041,0.001678,-0.000306,0.630000,480,7.550399,100,480,n/a,Utility Interactive
Schuco USA: SWR2500U [208V],208,19.331309,2100,2298.275030,300,-0.000020,0.000041,0.001431,-0.000404,0.630000,480,7.660917,100,480,n/a,Utility Interactive
Schuco USA: SWR2500U [240V],240,22.370290,2500,2699.106764,300,-0.000014,0.000040,0.001536,-0.000158,0.750000,480,8.997023,100,480,n/a,Utility Interactive
Schuco USA: SWR2500U-SBD [208V],208,19.331309,2100,2298.275030,300,-0.000020,0.000041,0.001431,-0.000404,0.630000,480,7.660917,100,480,n/a,Utility Interactive
Schuco USA: SWR2500U-SBD [240V],240,22.370290,2500,2699.106764,300,-0.000014,0.000040,0.001536,-0.000158,0.750000,480,8.997023,100,480,n/a,Utility Interactive
Sharp: JH-3500U [240V],240,66.844622,3500,3782.428366,276,-0.000006,-0.000033,-0.003349,0.001707,1.050000,304,13.704451,100,304,n/a,Utility Interactive
Shenzhen BYD: BSG250K-U,0,2646.116326,250400,262527.345868,370,-0.000000,0.000027,0.001550,-0.002293,75.120000,480,709.533367,330,480,n/a,Utility Interactive
Shenzhen BYD: BSG250K-U/N,0,2646.116326,250400,262527.345868,370,-0.000000,0.000027,0.001550,-0.002293,75.120000,480,709.533367,330,480,n/a,Utility Interactive
Shenzhen BYD: BSG5000-U [208V],208,62.676458,4910,5377.767500,400,-0.000011,0.000013,0.001181,0.000163,1.473000,550,13.444419,100,550,n/a,Utility Interactive
Shenzhen BYD: BSG5000-U [240V],240,55.014654,4880,5311.672450,400,-0.000009,0.000007,0.000779,-0.000438,1.464000,550,13.279181,100,550,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 10000MTLP-US [208V],208,27.637348,8630,8915.197231,480,-0.000002,-0.000023,0.000702,-0.000004,2.589000,550,18.573328,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 10000MTLP-US [240V],240,30.023837,10058,10351.591663,480,-0.000001,-0.000031,0.003190,0.003976,3.017400,550,21.565816,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 10000MTLP-US [277V],277,38.036664,10165,10413.441681,480,-0.000001,-0.000035,-0.000593,-0.001016,3.049500,550,21.694670,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 33000TL3-US [480V],480,66.041517,32270.000000,32886.916675,700,-0.000000,-0.000024,0.000191,-0.001132,9.681000,800,46.981310,480,800,11/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 36000TL3-US [480V],480,53.335482,35710,36401.971693,700,-0.000000,-0.000022,-0.001053,-0.004040,10.713000,800,52.002817,520,800,11/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 40000TL3-US [480V],480,47.475173,39850,40613.978607,700,-0.000000,-0.000025,-0.004304,-0.008963,11.955000,800,58.019969,570,800,11/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 4000MTLP-US [208V],208,24.600590,3620,3750.281776,482,-0.000002,-0.000034,-0.001252,0.000284,1.086000,550,7.780668,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 4000MTLP-US [240V],240,25.746833,4050,4178.416816,482,-0.000001,-0.000035,-0.001194,0.000787,1.215000,550,8.668915,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 4000MTLP-US [277V],277,18.322378,4060.000000,4175.790036,482,0.000002,-0.000045,-0.003241,0.001753,1.218000,550,8.663465,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 5000MTLP-US [208V],208,28.464658,4590,4759.820581,482,-0.000002,-0.000036,-0.000957,0.000110,1.377000,550,9.875146,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 5000MTLP-US [240V],240,29.171998,5070,5239.345962,482,-0.000002,-0.000039,-0.001093,-0.000588,1.521000,550,10.870012,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 5000MTLP-US [277V],277,27.913491,5060,5210.981361,482,-0.000001,-0.000042,-0.001884,0.000194,1.518000,550,10.811165,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 6000MTLP-US [208V],208,28.056105,5340,5549.460313,482,-0.000002,-0.000036,-0.000928,-0.000012,1.602000,550,11.513403,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 6000MTLP-US [240V],240,28.240327,6080,6290.748590,482,-0.000002,-0.000028,-0.000931,0.001007,1.824000,550,13.051346,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 6000MTLP-US [277V],277,29.679983,6080,6268.228456,482,-0.000002,-0.000045,-0.001904,-0.001072,1.824000,550,13.004623,100,550,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 7000MTLP-US [208V],208,17.533698,6093,6366.172450,385,-0.000003,-0.000036,0.000449,-0.000191,1.827900,485,16.535513,280,485,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 7000MTLP-US [277V],277,31.914029,7016.070000,7270.861116,385,-0.000002,-0.000054,-0.001148,0.001249,2.104821,480,18.885354,275,480,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 7600MTLP-US [208V],208,15.704935,6741.010000,7055.154529,380,-0.000002,-0.000042,0.001111,0.000564,2.022303,480,18.566196,270,480,01/15/2019,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 8000MTLP-US [208V],208,26.677859,7107,7321.995576,480,-0.000002,-0.000022,0.001454,-0.000833,2.132100,550,15.254157,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 8000MTLP-US [240V],240,30.294722,8061,8271.807454,480,-0.000001,-0.000026,0.000257,-0.002228,2.418300,550,17.232932,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 8000MTLP-US [277V],277,27.752314,8137,8320.740681,480,-0.000001,-0.000033,-0.000871,-0.004056,2.441100,550,17.334876,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 9000MTLP-US [208V],208,25.780537,7864,8120.454593,480,-0.000002,-0.000019,0.001552,-0.000410,2.359200,550,16.917614,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 9000MTLP-US [240V],240,30.033802,9061,9316.667099,480,-0.000002,-0.000028,0.000633,-0.001775,2.718300,550,19.409723,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: GROWATT 9000MTLP-US [277V],277,30.427693,9169,9379.937956,480,-0.000001,-0.000037,-0.000337,-0.003393,2.750700,550,19.541537,330,550,10/15/2018,Grid Support
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 10000 TL3-US [240V],240,100.023536,10100,10482.655013,420,-0.000001,-0.000083,0.000423,-0.002198,3.030000,480,24.958702,250,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 10000MTLP-US [208V],208,27.637348,8630,8915.197231,480,-0.000002,-0.000023,0.000702,-0.000004,2.589000,550,18.573328,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 10000MTLP-US [240V],240,30.023837,10058,10351.591663,480,-0.000001,-0.000031,0.003190,0.003976,3.017400,550,21.565816,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 10000MTLP-US [277V],277,38.036664,10165,10413.441681,480,-0.000001,-0.000035,-0.000593,-0.001016,3.049500,550,21.694670,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 10000TL-US [208V],208,34.386325,10090,10456.417754,345,-0.000002,0.000038,0.004632,0.000474,3.027000,480,30.308457,308,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 11000TL-US [240V],240,32.948046,11700,12073.520120,380,-0.000001,0.000041,0.007385,0.003915,3.510000,480,31.772421,356,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 12000 TL3-US [277V],277,94.447391,11620,12063.623749,420,-0.000001,-0.000083,0.000077,-0.003032,3.486000,480,28.722914,250,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 1500-US [208V],208,11.695572,1500,1555.251638,330,-0.000013,-0.000022,-0.000143,-0.000529,0.450000,360,4.712884,100,360,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 1500-US [240V],240,15.560278,1650,1708.215278,330,-0.000013,-0.000028,-0.000848,-0.001101,0.495000,360,5.176410,100,360,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 1500-US [277V],277,18.102160,1650,1706.612767,330,-0.000010,-0.000027,-0.000167,-0.000875,0.495000,360,5.171554,100,360,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 18000 TL3-US [277V],277,112.016369,18310,18972.727317,420,-0.000001,-0.000067,0.002064,0.002851,5.493000,480,45.173160,250,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 2000-US [208V],208,10.519135,1800,1869.155413,360,-0.000010,-0.000012,-0.000420,-0.000425,0.540000,400,5.192098,100,400,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 2000-US [240V],240,13.296427,2000,2066.476040,360,-0.000008,-0.000026,-0.000879,-0.000606,0.600000,400,5.740211,100,400,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 2000-US [277V],277,14.724130,2000,2062.184367,360,-0.000006,-0.000036,-0.001861,-0.002026,0.600000,400,5.728290,100,400,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 20000 TL3-US [277V],277,98.501870,20420,21117.084599,420,-0.000000,-0.000061,0.001312,0.001856,6.126000,480,50.278773,250,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 2000HF-US [208V],208,19.204931,2000,2096.167323,360,-0.000014,-0.000014,0.000226,0.000269,0.600000,450,5.822687,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 2000HF-US [240V],240,24.114088,2000,2092.742440,360,-0.000017,-0.000006,0.000183,0.000552,0.600000,450,5.813173,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 2500HF-US [208V],208,22.212203,2500,2622.478395,360,-0.000010,-0.000010,-0.000184,0.000222,0.750000,450,7.284662,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 2500HF-US [240V],240,22.817662,2500,2618.009228,360,-0.000009,-0.000017,-0.000433,-0.000691,0.750000,450,7.272248,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 3000-US [208V],208,14.964658,2500,2596.140784,360,-0.000009,-0.000020,-0.000559,-0.000679,0.750000,400,7.211502,100,400,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 3000-US [240V],240,18.288358,2800,2888.433485,360,-0.000007,-0.000033,-0.001481,-0.000282,0.840000,400,8.023426,100,400,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 3000-US [277V],277,20.042567,2800,2885.731750,360,-0.000006,-0.000042,-0.002089,-0.000165,0.840000,400,8.015922,100,400,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 3000HF-US [208V],208,27.509937,3000,3144.227081,360,-0.000008,-0.000013,0.000515,0.000581,0.900000,450,8.733964,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 3000HF-US [240V],240,30.324495,3000,3146.421096,360,-0.000010,-0.000016,-0.000424,-0.000307,0.900000,450,8.740059,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 3600 MTL-US [208V],208,21.702927,3600,3710.217092,375,-0.000005,-0.000026,-0.000806,0.000390,1.080000,450,9.893912,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 3600 MTL-US [240V],240,17.634712,3600,3697.786178,375,-0.000003,-0.000023,-0.001177,0.001611,1.080000,450,9.860763,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 3600 MTL-US [277V],277,20.871512,3600,3689.314502,375,-0.000002,-0.000036,-0.001461,0.002226,1.080000,450,9.838172,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 4000MTLP-US [208V],208,24.600590,3620,3750.281776,482,-0.000002,-0.000034,-0.001252,0.000284,1.086000,550,7.780668,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 4000MTLP-US [240V],240,25.746833,4050,4178.416816,482,-0.000001,-0.000035,-0.001194,0.000787,1.215000,550,8.668915,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 4000MTLP-US [277V],277,18.322378,4060.000000,4175.790036,482,0.000002,-0.000045,-0.003241,0.001753,1.218000,550,8.663465,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 4200 MTL-US [208V],208,25.847941,4200,4333.922389,375,-0.000004,-0.000009,-0.001200,0.001073,1.260000,450,11.557126,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 4200 MTL-US [240V],240,20.573829,4200,4314.083873,375,-0.000003,-0.000023,-0.001177,0.001611,1.260000,450,11.504224,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 4200 MTL-US [277V],277,31.889544,4200,4317.213387,375,-0.000004,-0.000026,-0.000754,-0.000473,1.260000,450,11.512569,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 5000 MTL-US [208V],208,21.070908,4600,4769.602346,375,-0.000005,-0.000016,0.000400,-0.000231,1.380000,450,12.718940,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 5000 MTL-US [240V],240,16.353278,4600,4741.207522,375,-0.000003,-0.000023,-0.003071,-0.000393,1.380000,450,12.643220,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 5000 MTL-US [277V],277,20.918380,4600,4719.765074,375,-0.000002,-0.000025,-0.001842,0.001162,1.380000,450,12.586040,100,450,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 5000MTLP-US [208V],208,28.464658,4590,4759.820581,482,-0.000002,-0.000036,-0.000957,0.000110,1.377000,550,9.875146,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 5000MTLP-US [240V],240,29.171998,5070,5239.345962,482,-0.000002,-0.000039,-0.001093,-0.000588,1.521000,550,10.870012,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 5000MTLP-US [277V],277,27.913491,5060,5210.981361,482,-0.000001,-0.000042,-0.001884,0.000194,1.518000,550,10.811165,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 6000MTLP-US [208V],208,28.056105,5340,5549.460313,482,-0.000002,-0.000036,-0.000928,-0.000012,1.602000,550,11.513403,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 6000MTLP-US [240V],240,28.240327,6080,6290.748590,482,-0.000002,-0.000028,-0.000931,0.001007,1.824000,550,13.051346,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 6000MTLP-US [277V],277,29.679983,6080,6268.228456,482,-0.000002,-0.000045,-0.001904,-0.001072,1.824000,550,13.004623,100,550,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 7000MTLP-US [208V],208,17.533698,6093,6366.172450,385,-0.000003,-0.000036,0.000449,-0.000191,1.827900,485,16.535513,280,485,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 7000MTLP-US [277V],277,31.914029,7016.070000,7270.861116,385,-0.000002,-0.000054,-0.001148,0.001249,2.104821,480,18.885354,275,480,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 7600MTLP-US [208V],208,15.704935,6741.010000,7055.154529,380,-0.000002,-0.000042,0.001111,0.000564,2.022303,480,18.566196,270,480,10/16/2017,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 8000MTLP-US [208V],208,26.677859,7107,7321.995576,480,-0.000002,-0.000022,0.001454,-0.000833,2.132100,550,15.254157,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 8000MTLP-US [240V],240,30.294722,8061,8271.807454,480,-0.000001,-0.000026,0.000257,-0.002228,2.418300,550,17.232932,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 8000MTLP-US [277V],277,27.752314,8137,8320.740681,480,-0.000001,-0.000033,-0.000871,-0.004056,2.441100,550,17.334876,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 8000TL-US [208V],208,35.937130,8070,8356.614945,345,-0.000001,0.000017,0.001891,0.000636,2.421000,480,24.222072,100,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 8000TL-US [240V],240,29.024887,8080,8327.926770,380,-0.000001,0.000009,0.000158,-0.004163,2.424000,480,21.915597,100,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 9000MTLP-US [208V],208,25.780537,7864,8120.454593,480,-0.000002,-0.000019,0.001552,-0.000410,2.359200,550,16.917614,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 9000MTLP-US [240V],240,30.033802,9061,9316.667099,480,-0.000002,-0.000028,0.000633,-0.001775,2.718300,550,19.409723,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 9000MTLP-US [277V],277,30.427693,9169,9379.937956,480,-0.000001,-0.000037,-0.000337,-0.003393,2.750700,550,19.541537,330,550,10/15/2018,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 9000TL-US [208V],208,35.928773,9080,9407.454998,345,-0.000001,0.000015,0.001890,0.000435,2.724000,480,27.267986,100,480,n/a,Utility Interactive
Shenzhen Growatt New Energy Technology Co - Ltd: Growatt 9000TL-US [240V],240,33.146277,9080,9361.924004,380,-0.000001,0.000009,0.000956,-0.000423,2.724000,480,24.636642,100,480,n/a,Utility Interactive
Shenzhen Sinexcel Electric Co - Ltd: PWS1-100K-NA [480V],480,1316.205319,98013,103790.561615,650,-0.000000,0.000023,0.000272,-0.000192,29.403900,850,159.677787,500,850,10/15/2018,Grid Support
Shenzhen Sinexcel Electric Co - Ltd: PWS1-150K-NA [480V],480,1737.679547,147470,155829.550651,650,-0.000000,0.000020,0.000396,-0.000109,44.241000,850,239.737770,500,850,10/15/2018,Grid Support
Shenzhen Sinexcel Electric Co - Ltd: PWS1-250K-NA [480V],480,2000.038558,244026,256759.468766,650,-0.000000,0.000024,0.000717,0.000076,73.207800,850,395.014567,500,850,10/15/2018,Grid Support
Shenzhen Sinexcel Electric Co - Ltd: PWS1-500KTL-NA [400V],400,2863.586383,498340,518483.887851,750,-0.000000,0.000019,0.001187,0.000260,149.502000,900,691.311850,640,900,10/15/2018,Grid Support
Shenzhen Sinexcel Electric Co - Ltd: PWS1-50K-NA [480V],480,659.906523,48580,51513.534931,650,-0.000001,0.000021,0.000389,0.000028,14.574000,850,79.251592,500,850,10/15/2018,Grid Support
Shenzhen Sinexcel Electric Co - Ltd: PWS2-30K-NA [480V],480,154.319810,30020,31070.313291,600,-0.000000,-0.000056,-0.001765,-0.002113,9.006000,750,51.783855,350,750,10/15/2018,Utility Interactive
